X02152_at,M14328_s_at,J03909_at,X56494_at,L17131_rna1_at,M57710_at,HG1980-HT2023_at,M63138_at,HG417-HT417_s_at,HG2279-HT2375_at,D82348_at,M22382_at,M20471_at,J04173_at,U28386_at,X62078_at,X12447_at,L33842_rna1_at,L02426_at,X17620_at,D79997_at,D55716_at,X16396_at,V00594_s_at,X17567_s_at,HG4074-HT4344_at,X67951_at,L19686_rna1_at,M25753_at,X15183_at,U29680_at,J02783_at,D43950_at,U14518_at,U12595_at,J04988_at,D45248_at,D13633_at,L25876_at,X74801_at,U40369_rna1_at,X01060_at,U53347_at,X69433_at,D25328_at,Z21966_at,X03689_s_at,U81375_at,X59834_at,M16591_s_at,M19645_at,U09587_at,L19437_at,X16983_at,U24577_at,M63835_at,X14850_at,M75715_s_at,X76534_at,J03077_s_at,M86699_at,Z50115_s_at,D38048_at,HG4716-HT5158_at,U59309_at,M13792_at,M22760_at,D31887_at,U78525_at,X52851_rna1_at,X59543_at,M15205_at,K03515_at,U23143_at,M12529_at,D38553_at,U24169_at,U86602_at,M94856_at,X70649_at,M95623_cds1_at,D31890_at,M29536_at,Z11793_at,X67155_at,U79254_at,D14657_at,J04611_at,J02645_at,D26599_at,AB002409_at,M31642_at,U22055_at,U62293_rna1_s_at,D38073_at,L06419_at,D84557_at,K03430_at,U51478_at,M60858_rna1_at,class
0.7131,1.772,-1.0065,-0.2465,0.493,-0.62,0.2471,-0.3304,0.1216,1.0094,-0.0273,0.4204,-0.6215,0.6298,0.1299,-0.6648,-0.1477,1.2341,-0.1558,0.2929,0.305,0.3024,-0.5806,-0.3204,0.341,0.1222,-0.3496,0.6958,0.7539,0.5635,-0.4086,-0.6103,0.2223,0.9132,-0.4995,1.6331,-0.4145,0.0396,0.1939,0.4035,-0.429,3.2106,-0.5854,-0.4299,0.5809,-0.5605,0.7134,-0.265,-0.2343,-0.4248,-0.3026,-0.4461,-0.2208,-0.5304,-0.1758,0.083,-0.0005,0.2894,-0.2591,-0.3113,0.0084,0.0711,0.9071,1.0024,-0.543,-0.3668,-0.2456,-0.1414,-0.3866,0.5065,0.0945,0.396,-0.3068,0.8478,-0.4919,1.349,0.2866,-0.156,-0.4262,0.4037,-0.0274,-0.1979,-0.3865,-0.6783,0.6062,0.3455,-0.1469,0.2509,0.3712,0.0345,-0.5987,0.0808,0.2392,-0.4135,0.4333,0.0638,-0.5079,0.1629,1.6265,0.5908,DLBCL
0.412,0.8402,1.1761,0.8154,0.5466,0.9628,0.1451,1.13,-0.1175,2.2356,-0.283,-0.0953,0.3249,0.7911,0.8187,0.5989,2.2146,0.9829,1.2458,0.7201,0.1775,0.187,-0.0735,0.1097,1.2873,0.0752,-0.0355,0.8634,0.3144,0.2152,-0.3229,0.8036,0.5579,0.044,1.2065,0.3974,1.157,1.1737,0.6985,0.8739,-0.6308,1.6399,0.6011,-0.2067,2.9815,-0.4344,-0.5438,0.241,0.2191,0.5213,0.3625,-0.6563,0.1691,-0.1379,-0.3082,-0.2329,0.3932,0.4426,-0.2521,0.4226,0.0229,-0.4649,1.8021,2.4839,0.7233,-0.4604,0.2741,1.2067,0.4818,0.0929,-0.2871,-0.2047,2.1546,0.0288,0.613,0.7107,1.1664,-0.6709,0.9907,0.6726,-0.7519,-0.4292,1.2198,-0.9666,-0.0555,-0.1733,-0.0415,0.669,0.6508,-0.2851,-0.5135,1.9502,0.2129,0.5271,0.1368,0.7838,-0.551,-0.3872,0.0331,-0.3862,DLBCL
0.3012,1.2217,0.1828,-0.0854,-0.2236,-0.5166,-0.1566,0.3842,0.1118,-0.1978,-0.3405,-0.6491,0.188,-0.2609,-0.2612,0.5469,0.2491,-0.5576,-0.6113,-0.6791,0.527,-0.1358,-0.0786,-0.7235,-0.5697,-0.0225,0.6747,-0.4452,-0.284,-0.2917,0.229,-0.4861,0.0042,0.2916,-0.6022,0.2297,-0.8317,-0.6922,0.0815,-0.145,-0.4388,0.8371,-0.2686,-0.1435,-0.2583,0.1363,0.9248,0.6684,-0.132,-0.4437,-0.1689,-0.6328,-0.0209,-0.6217,-0.0448,-0.218,-0.0953,-0.5025,1.2905,0.3967,-0.2145,0.5495,-0.7855,-0.4105,-0.4318,0.1873,-0.3486,-0.4167,-0.5944,-1.2309,-0.3173,-0.0385,0.3006,-0.6499,0.3357,0.4882,-0.2231,-0.7177,-0.9815,0.0257,-0.2139,-0.3336,-0.8879,-0.9382,-0.4893,-0.6152,-0.3527,-0.1167,0.2452,-0.2955,-0.5068,-0.2107,-0.2157,-0.5703,0.0302,0.2744,-0.0713,-0.6157,-0.8166,-0.3787,DLBCL
0.7848,1.4548,0.7828,0.1794,0.2969,0.6481,0.4428,0.1188,1.0559,0.0488,0.9269,0.6302,0.9939,-0.0105,0.2756,0.3333,-0.5485,-0.2125,0.8446,-0.0704,0.7325,1.7885,0.874,2.4193,0.176,-0.1782,-0.7038,-0.3167,0.6453,1.6296,-0.5402,1.1823,-0.0212,0.8121,0.4814,0.8811,0.671,1.4343,0.1377,0.4636,-0.3244,3.4647,-0.3043,-0.6352,-0.6511,1.1517,-0.1797,0.1403,0.4658,2.8643,2.1234,-0.2736,0.4773,-0.6308,-0.2501,0.0425,0.0911,0.9588,-0.2138,0.5325,0.459,0.8795,2.4641,2.8762,-0.2276,0.5075,-0.0147,2.314,0.4915,0.7364,-0.5717,-0.3255,0.5056,0.1175,-0.2316,-0.0051,0.2631,0.5722,0.9226,1.2249,-0.2067,-0.9788,0.1259,-0.6983,-0.6032,1.2009,-0.6428,0.5049,0.1756,-0.4106,-0.453,0.6345,-0.0663,-0.0162,0.0196,1.3815,0.0717,-0.3124,2.9911,0.7143,DLBCL
0.9729,-0.7272,0.6229,0.9255,-0.2548,-0.758,1.7049,-0.5558,0.0662,0.9517,-0.4663,-0.2959,0.8664,0.7051,1.7229,-0.0167,0.7436,1.4435,0.2039,-0.2231,2.1571,0.8136,0.6504,-0.236,2.2123,2.5474,0.0958,1.1421,2.798,1.276,0.3596,-0.0503,0.4004,3.9503,0.6721,0.9771,0.1102,0.4726,1.0699,0.6287,0.3405,-0.1869,-0.178,1.2703,-0.9615,2.0741,-0.4398,-0.0832,-0.4752,-0.7009,-0.4472,0.6829,1.2208,-1.215,-0.7228,-0.1384,1.4422,1.2476,-0.4078,-0.8654,1.0066,0.0179,1.0216,0.4503,-0.0892,-0.0883,0.4889,-0.3166,0.1694,1.8678,1.8143,1.4113,0.068,0.3568,-0.8248,0.8703,1.1471,0.3832,-0.0037,2.5332,-0.2964,0.7215,1.3594,0.5517,2.6726,0.1065,1.4046,0.4485,-0.2837,0.227,-0.6246,0.6185,-0.2593,-0.0446,3.9672,-0.6282,1.4255,-0.3399,0.4936,0.9168,DLBCL
0.1864,0.4057,0.3259,-0.3015,-0.4175,-0.3061,-0.2283,-0.5519,0.6749,0.5164,-0.3388,1.2718,0.1525,1.2097,0.0119,-0.1936,-0.6359,-0.7208,0.8283,1.2839,0.5085,-0.3906,0.838,1.3868,0.5565,-0.0575,0.285,1.4555,1.1908,-0.2357,2.0262,-0.3486,1.4836,1.181,-0.2815,0.8217,1.8437,0.8327,0.7449,0.6313,1.084,-0.1646,-0.3114,0.5397,0.623,-0.368,0.4455,-1.0903,1.5879,0.4788,0.3488,-0.4607,0.3039,1.003,-0.3987,1.4109,-0.2792,2.0438,-0.7567,0.1374,0.2652,-0.4782,1.3967,0.2922,0.4419,0.2828,2.3559,0.0358,-0.3288,0.7329,-0.2156,-0.3056,-0.2084,-0.2125,-0.0844,-0.1454,0.5849,1.7512,3.0895,-0.1087,-0.013,0.071,1.907,-0.5216,0.232,-0.052,1.518,0.1689,2.5241,1.5063,0.5406,1.2991,-0.4864,-0.3608,-0.3887,-0.0405,-0.0493,2.5789,0.3483,-0.2705,DLBCL
-0.7166,0.7512,-1.3493,-0.4798,2.2639,-1.1169,-0.8907,-0.7662,-0.9046,-0.2299,0.1845,-0.6108,-0.5913,-0.1049,0.2028,-0.8276,-0.5041,-0.0493,-0.8544,0.2105,-0.5605,0.1856,0.1809,-0.5179,-0.0732,-0.1469,-0.7441,-0.5016,-0.1463,-0.3912,-0.617,-0.5882,0.049,-0.0116,-0.3046,0.8951,-1.0119,-0.3244,-0.0383,-0.4157,-1.2353,-0.1757,0.2461,-0.2324,0.4755,-0.972,0.2948,-0.0046,-0.9175,-0.2856,-0.6391,-0.6808,-0.9543,-0.6582,-0.8809,-0.5648,0.7173,-0.5681,-0.8424,-1.303,-0.0643,0.2992,-0.6262,0.9113,-0.8426,-0.5031,-0.9135,0.5057,-0.0904,-1.2644,-0.493,2.2281,0.1871,1.0396,-1.1847,0.9041,-0.1526,-0.3016,0.0025,-0.2686,-0.0776,-0.4832,-0.7908,-0.6289,0.1127,-0.4372,0.6012,-0.4015,-0.2923,0.0832,-0.4887,-0.6426,0.0194,-0.7122,0.2528,0.6554,-0.0019,-0.6022,2.153,0.3546,DLBCL
1.5609,1.0539,0.1738,0.4203,0.4294,-0.5185,0.2105,1.0581,0.4883,0.6486,0.3923,0.7965,0.0278,0.3722,0.0428,-0.5755,1.5115,-0.3586,0.7289,0.1305,0.2782,0.2396,-0.0307,-0.0034,0.0362,0.6188,0.2498,0.0968,-0.149,1.0687,-0.5846,0.1254,0.4562,0.2158,0.9529,-0.1307,0.0815,0.0779,0.0839,0.1251,0.8993,0.2762,0.9037,-0.6826,-0.0131,-0.7596,0.295,-0.0071,-0.027,-0.2384,0.0468,0.602,0.3128,0.3915,-0.0664,-0.4339,-0.3904,0.4776,1.5055,0.696,-0.0546,0.7156,0.0095,1.5932,0.165,-0.3168,0.3583,2.2889,0.5838,-0.5211,0.6019,0.7141,0.9956,0.889,0.546,0.2657,0.8943,0.8184,-0.7145,1.3776,0.2739,0.5646,0.6237,3.1674,-0.1368,0.8361,0.0552,0.5161,0.4813,0.0151,-0.6089,0.4085,-0.8997,-0.1013,-0.2294,0.7336,0.4304,-0.7267,0.5401,0.306,DLBCL
-0.874,-1.6123,-0.9048,-1.0143,-0.6641,-0.4322,-0.7787,-1.116,-0.6271,-0.8588,-1.0021,-1.0073,-0.6985,-0.7151,-0.889,-0.8043,-1.2927,-0.9071,-0.5408,-0.484,-0.6098,-0.2752,-0.2003,-0.8762,-0.62,-0.5956,-0.7043,-0.6261,-0.6203,-0.7065,0.0849,-0.7207,-0.5677,0.1804,-0.5226,-1.3909,-0.425,-0.7842,0.0864,-0.9942,-0.3865,-0.4511,-1.3931,-0.3805,-1.0726,-0.2619,0.5272,-0.2085,-0.7488,-0.7505,-0.8261,-0.385,-1.141,-0.6491,-0.2568,-0.3368,-0.8272,-0.3887,-0.7205,-0.9558,-0.578,-0.2257,-0.6684,-0.9103,-0.5975,-0.6875,-0.5526,-0.7249,-0.5132,0.2977,-0.7219,-0.3787,-1.0012,0.068,-0.7014,-0.7499,-0.3916,0.0295,-0.5542,-1.1808,0.1842,-1.1192,-0.7714,0.2192,-0.1043,-0.8241,-0.2531,-0.9437,-0.3271,-0.5981,-0.3815,-0.2057,-0.8815,-0.6906,-0.7929,0.5331,-0.7225,-0.6872,-0.8195,-1.1431,DLBCL
-0.6596,0.0376,-0.0659,-0.468,-0.4996,-0.336,-0.4949,-0.1671,-0.4147,-0.7681,-0.6508,-0.2607,-0.0409,-0.304,-0.3214,-0.234,-0.4655,-0.2878,-0.1802,-0.5381,0.5989,-0.4607,-0.0307,0.0581,-0.7965,-0.6288,0.0527,-0.6794,-0.3582,-0.4144,-0.2636,-0.5543,-0.4647,0.0692,-0.271,-0.4323,-0.0437,-0.6999,-0.6492,-0.3766,-0.4061,-0.3512,-0.2495,-0.4002,-0.3101,-0.1159,0.7035,-0.5597,-0.483,0.2028,-0.3242,-0.2825,-0.339,-0.4757,0.2888,-0.0291,-0.0757,-0.3887,0.6912,0.3361,-0.3115,-0.0219,-0.3222,-0.5433,0.1786,0.1206,-0.4604,-0.4264,-0.5645,-0.2181,-0.3961,-0.5306,-0.804,-0.9345,0.0618,-0.6241,0.0214,-0.6258,-0.5734,-0.454,-0.4506,-0.8252,-0.3889,-0.9298,0.053,-0.5204,0.1526,-0.2256,-0.2561,-0.3594,-0.3135,-0.4359,-0.4744,-0.3906,-0.5607,-0.1729,-0.5373,-0.5819,-0.6067,-0.7546,DLBCL
0.9794,0.735,1.6734,0.3352,1.0119,1.0406,-0.5671,1.8669,2.3132,-0.2097,0.0131,-0.1123,-0.5181,-0.0555,-0.5407,2.1105,0.9293,0.775,-0.3998,-0.4674,-0.7599,0.7398,0.9691,2.075,-0.5116,-0.5376,-0.2695,0.1687,-0.2046,0.3583,2.4494,-0.256,1.3055,-0.5726,0.0769,-0.1302,-0.0384,-0.7842,-0.6724,0.0105,0.535,-0.5769,0.4033,0.2879,-0.1951,-1.9608,0.5734,-0.3902,3.0598,0.0518,0.1238,-0.6041,-0.1247,-0.1288,1.2492,1.4946,-0.5023,0.7269,1.5517,0.8964,-0.2775,-0.0241,-0.2696,-0.5418,-0.5952,1.4222,-0.2456,-0.0104,-0.5275,-1.1308,-0.4966,-0.5028,0.1629,-0.2497,0.3789,0.0288,-0.317,-0.6033,0.6625,-0.3122,-0.0668,0.2002,-0.1449,-1.1213,0.3513,-0.2167,-0.365,-0.3871,0.6697,0.4285,-0.5382,-0.3956,-0.4423,-0.3216,-0.5196,0.0658,-0.1765,1.753,-0.0489,-0.3013,DLBCL
-1.0103,-0.8749,-1.0428,-0.5239,-0.8273,-0.8931,-1.0609,-0.516,-0.6685,-0.9624,-0.8746,-0.8982,-0.9712,-1.0577,-0.4829,-0.8827,-1.205,-1.1255,-0.9917,-0.9488,-0.7352,-0.7762,-0.6783,-0.9112,-0.8064,-0.6924,-1.2133,-1.494,-0.7712,-0.6917,-0.7681,-0.7052,-1.1286,-0.709,-1.0633,-0.6235,-1.1375,-0.7497,-0.6455,-1.014,-0.6406,-0.6109,-0.3615,-0.3015,-0.9921,0.4018,0.9834,-0.7538,-0.7147,-0.7387,-0.7132,-0.6469,-1.1045,1.6055,-0.7026,-0.6013,-0.7254,-1.0318,-0.4989,-0.0148,-0.3357,-0.6953,-0.846,-0.8014,-0.9833,-0.7211,-0.8199,-0.7364,-0.4853,-0.9368,-0.843,-0.2579,-0.2562,-0.5013,-0.5011,0.0191,-0.9675,-0.8113,-0.7819,-0.3631,-0.0023,-0.505,-0.7811,1.6091,0.731,-0.4363,-0.8085,-0.815,-0.9762,-0.6962,1.0851,-0.7022,-0.0405,-0.742,-0.3318,-1.1797,-0.4006,-0.5948,-0.5508,-0.1665,FL
-1.1358,-1.2995,-0.7849,-1.174,-1.0987,-0.9753,-0.7176,-1.2844,-1.0314,-1.0345,-1.1029,-1.0855,-1.0225,-0.9996,-0.9738,-0.939,-1.1385,-0.77,-0.9285,-0.9273,-0.764,-0.9157,-0.8137,-0.8492,-0.8864,-0.7551,-0.9214,-0.2446,-0.9195,-1.3068,-0.622,-0.9136,-1.102,-0.6787,-0.6755,-1.3569,-0.8617,-0.9297,-0.6272,-0.9731,-0.5989,-0.8082,-0.6664,-0.728,-0.9155,1.3043,1.0383,-0.012,-0.7619,-0.9369,-0.8829,-0.6671,-0.8593,0.3732,-0.7607,-0.7214,-0.6699,-1.325,-0.8284,-1.2903,-0.452,-0.9101,-0.925,-1.0938,-0.9901,-0.8344,-0.7445,-0.9656,-0.8594,0.4915,-0.6286,-0.6358,-0.9063,-0.293,-0.7895,-0.5854,-1.0546,-0.872,-0.7758,-1.0463,-0.5977,-0.8588,-0.8381,1.4787,-1.3354,-0.9844,-0.5904,-0.9404,-1.1703,-0.7303,3.5893,-0.7661,-0.7402,-0.9798,-0.928,-0.0365,-0.6551,-0.4727,-0.9654,-1.0702,FL
-1.3447,-1.5118,-1.0652,-1.1508,-1.3073,-0.5812,-0.807,-0.6211,-1.1533,-1.3049,-1.178,-1.4379,-1.1023,-1.1859,-1.2358,-0.9224,-1.4629,-0.8751,-1.3134,-0.8815,-1.3272,-0.4388,-1.5393,-0.7564,-1.058,-1.0343,-1.1765,-1.6838,-1.0863,-1.4447,-0.9625,-0.8199,-1.4424,-0.9465,-1.0507,-1.1112,-1.1426,-1.1366,-0.8874,-1.2713,-1.1765,-0.8472,-1.1001,-1.1743,-1.0055,1.9414,0.6964,-0.513,-0.9719,-1.187,-1.0145,-1.0165,-1.2084,0.3458,-1.0713,-0.99,-0.947,-0.5943,-0.8103,-1.1652,-1.3339,-1.3331,-1.3567,-0.9924,-1.5507,-0.8186,-1.1168,-1.8842,-1.1478,-1.4381,-1.2766,-0.6281,-0.8461,-1.2852,-1.0909,-2.254,-1.1568,-1.4545,-0.1241,-1.8894,-1.0675,-1.2523,-1.495,-0.5216,-1.8127,-1.1376,-0.8929,-1.2699,-1.5485,-1.0469,-0.4867,-1.6357,-0.835,-0.8812,-0.6821,0.1179,-1.6639,-0.7512,-1.2908,-1.3307,FL
-1.2473,-1.2902,-1.2459,-1.187,-1.1675,-1.0822,-1.2059,-0.9434,-1.1817,-0.8664,-1.2059,-1.102,-1.1888,-0.8576,-1.2129,-1.0552,-1.3948,-0.486,-1.1056,-0.9824,-0.7948,-0.8733,-1.6147,-0.8784,-1.0871,-0.8242,-1.3371,-1.5814,-0.9407,-1.4311,-0.9655,-1.1698,-1.3237,-0.9971,-1.3504,-1.2207,-1.2874,-0.2363,-0.6846,-1.1862,-1.0728,-0.8366,-1.486,-1.3876,-1.5228,1.5233,1.2668,-1.0141,-0.777,-0.7929,-1.0123,-0.8533,-1.4878,-0.6308,-1.0781,-1.2356,-0.7247,-0.7475,-0.8309,-1.346,-1.0141,-1.7828,-1.3567,-1.0744,-1.9274,-0.6112,-1.1155,-0.9001,-1.2127,-1.6386,-0.8224,-0.5727,-0.6838,-1.178,-0.8654,-1.2142,-2.1291,-1.7909,-1.0572,-2.1365,-0.673,-1.0526,-1.3772,-0.3532,-1.8724,-1.1535,-0.983,-1.4195,-2.1483,-0.7893,0.1411,-1.3979,-0.7819,-1.338,-0.6409,-0.562,-1.18,-0.6758,-1.0039,-1.3068,FL
-1.2893,-1.7671,-1.0984,-0.9238,-1.1841,-0.9989,-1.0816,-1.5616,-1.1868,-0.8011,-1.0943,-1.1773,-0.9848,-0.8364,-0.9643,-0.9732,-1.271,-1.1382,-1.074,-0.9112,-0.7578,-0.9318,-1.0964,-0.9807,-0.8256,-0.8048,-1.0547,-0.8384,-1.0122,-0.9523,-0.8603,-0.8743,-1.0475,-0.7595,-0.8118,-1.3219,-1.052,-1.2248,-0.6785,-1.1228,-0.9192,-0.7448,-1.3026,-0.7073,-0.9155,0.4814,0.7979,-0.4885,-1.0041,-1.1327,-0.8649,-0.8077,-1.1034,-0.1471,-0.7404,-0.6796,-0.8734,-1.2681,-0.7613,-1.2229,-1.1595,-0.6687,-1.004,-1.0237,-1.1376,-0.5329,-0.7748,-0.8462,-1.0322,-1.221,-0.6976,-0.7223,-1.0815,-0.6746,-0.9591,-0.9288,-0.9316,-0.6952,-0.7056,-1.2425,-0.9097,-0.9004,-0.9559,0.7232,-0.7171,-0.995,-0.6006,-0.9909,-1.2877,-0.9842,0.3297,-0.8274,-0.9136,-0.746,-0.7317,-0.1689,-0.7088,-0.7817,-1.147,-1.1814,FL
-1.1946,-1.7448,-1.1594,-1.2301,-1.2366,-0.9029,-1.1263,-0.8408,-1.3764,-0.9254,-1.8135,-1.4445,-0.7986,-1.0483,-1.2034,-1.8771,-1.2296,-1.3252,-1.4481,-1.1307,-0.6818,-0.4688,-0.9336,-0.78,-0.891,-1.0416,-1.2975,-2.0082,-1.0836,-1.3592,-1.1021,-1.3411,-1.4618,-2.6849,-1.5432,-1.2687,-1.7387,0.281,-0.7139,-1.5292,-0.6357,-0.7387,0.1436,-1.3856,-0.7967,0.5146,0.744,-0.2527,-1.0152,-0.8897,-1.3431,-1.214,-1.1233,-0.0101,-0.9997,-1.5811,-1.0409,-0.8568,-0.8292,-1.4078,-1.8039,-2.2346,-0.9921,-1.537,-1.2897,-1.0135,-1.104,-1.7859,-0.5723,-2.2183,-1.2051,-0.7855,-1.3821,-0.9036,-1.124,-1.9057,-1.4662,-1.7666,-0.9891,-1.3697,-1.9176,-0.9933,-1.4573,-0.3343,-2.6262,-1.3784,-0.6399,-2.4808,0.6248,-0.6523,-0.3492,-2.7086,-1.7675,-1.2123,-0.9491,-2.2307,-2.1909,-0.4877,-0.8957,-1.9464,FL
-1.3427,-1.15,-0.9526,-1.0541,-1.186,-0.9251,-0.909,-0.3119,-0.4913,-1.3761,-0.948,-1.05,-1.0012,-1.0968,-1.0031,-0.8178,-1.1951,-1.0659,-0.9366,-1.0819,-0.8051,-0.8909,-0.9893,-0.9374,-1.1105,-0.8232,-0.9585,-1.463,-1.0466,-1.3243,-0.8354,-0.9463,-1.0996,-0.8354,-0.9606,-0.8018,-0.7913,-0.9144,-1.1147,-1.1561,-0.6545,-0.7909,-0.9166,-0.8672,-0.7737,0.4615,1.082,-1.0731,-0.7304,-0.4697,-0.6348,-0.8115,-0.6693,0.5832,-0.5716,-0.6566,-0.799,-1.1456,-0.4787,-0.3686,-0.3648,-0.9057,-0.9329,-0.7537,-0.8653,-0.8051,-0.9061,-0.8019,-0.7347,-1.5612,-0.7703,-0.8919,-0.7484,-0.8273,-0.1382,-0.5032,-0.8778,-0.8876,-0.879,-0.6974,-0.2785,-0.6704,-0.86,1.1977,-0.6954,-0.7303,-0.9779,-0.7376,-1.0472,-0.7333,3.2016,-0.7543,-0.7038,-0.7839,-0.8404,-1.5367,-0.5489,-0.3489,-0.9647,-0.8424,FL
-0.7849,-0.3414,-0.9638,-0.8696,-0.8896,-0.6905,-0.8595,-0.9006,-0.7893,0.0202,-0.7055,-0.6249,-0.5417,-0.3165,-0.4908,-0.9084,-0.6947,-0.5576,-0.5417,-0.4294,-0.618,-0.8763,-0.2962,-1.0324,-0.2458,-0.7329,0.0265,0.6785,-0.4694,-0.7416,-0.3947,-0.6514,-0.4126,-0.4412,-0.4534,-0.61,-0.5304,-0.9566,-0.5502,-0.1399,-0.594,-0.7072,-0.7212,-0.9176,-0.8733,2.1537,0.5874,-1.105,-0.7646,-0.6702,-0.6406,-0.6074,-0.1114,1.0943,-0.4622,-0.6242,-0.6965,-0.5156,-0.7901,-1.1515,-0.8929,-0.7661,-0.0471,-0.6209,-0.6542,-0.5252,-0.1716,-0.6401,-0.6529,0.0198,-0.6262,-0.4807,-0.6798,-0.2435,-0.9135,-0.5854,-0.2839,-0.3501,-0.5693,-0.741,-1.0568,-0.3079,-0.2226,1.6901,-0.3592,-0.3628,-0.2916,-0.3884,-0.2532,-0.2303,1.625,-0.1847,-0.6075,-0.3622,-0.6958,-0.0927,-0.2249,-0.6537,-0.7222,-0.7575,FL
-0.7157,-0.4156,-0.6564,-0.8888,-1.1626,-0.6045,-0.8191,-0.783,-0.5118,-0.9893,-0.8592,-1.0139,-0.5325,-1.1534,-0.7679,-0.6281,-0.9245,-0.8825,-0.999,-0.7683,-0.579,-0.8032,-0.4984,0.0995,-0.9496,-0.5864,-1.0325,-0.8791,-0.6865,-0.7042,-0.8583,-0.6724,-0.8209,-0.8707,-0.7217,-1.6434,-0.5095,-1.1711,-0.7603,-0.9801,-0.5834,-0.6007,-0.9762,-0.572,-0.994,0.7933,0.198,-1.1664,-0.4489,-0.6396,-0.8469,-0.82,-0.4638,-0.0101,-0.2528,-0.5554,-0.5423,-0.6075,-0.4091,-0.5903,-0.4423,-0.9057,-0.7763,-0.7522,-0.4523,-0.688,-0.7735,-0.5265,-0.7529,-0.7604,-0.7328,-0.7677,-0.7664,-0.85,-0.1825,-0.4065,-0.7466,-0.6414,-0.57,-0.6865,-0.2785,-0.8674,-0.7179,-0.0302,-0.4948,-0.5001,-0.4668,-0.7842,-0.7357,-0.7911,0.0205,-0.6401,-0.6803,-0.7568,-0.6958,-1.1657,-0.6793,-0.5352,-0.481,-0.8606,FL
-0.8182,-0.8205,-0.5286,-0.4399,-0.1578,-0.7583,-0.6176,-0.7575,-0.8773,-0.7372,-0.767,-1.0627,-0.7418,-0.8504,-0.7275,-0.6777,-0.2404,-0.7104,-0.9077,-0.939,-0.7126,-0.5564,-0.9062,-0.7929,-0.5949,-0.5763,-0.6361,-0.9985,-0.7818,-1.0803,-0.9221,-0.7656,-0.8645,-1.0779,-0.7699,-0.384,-1.1981,-1.1558,-0.8862,-1.1299,-1.1643,-0.4663,-0.6069,-0.7902,-0.7756,-0.3415,0.6574,-0.7292,-1.0756,-0.5405,-0.7427,-0.4866,-0.6781,0.1815,-0.7336,-0.6323,-0.6401,-0.7343,-0.7452,-0.688,-0.8833,-0.2257,-0.8645,-0.8387,-0.8449,-0.4887,-0.8011,-0.3127,-0.2963,-1.2232,-0.7158,-0.2335,-0.336,-0.753,-0.8194,-0.629,-0.3377,-0.794,-1.1377,-0.7192,-0.9025,-0.7751,-1.0166,-0.067,-0.6304,-0.8666,-0.8653,-0.6923,-0.7342,-0.4495,-0.497,-0.8409,-0.5424,-0.4473,-0.6029,-0.3634,-0.5089,-0.7345,-1.0286,-0.5135,FL
-0.7993,-0.3941,-0.5474,-0.8443,-0.5246,-0.7312,-0.5548,-0.6978,-0.5348,-0.2389,-0.628,-0.3623,-0.6528,-0.2418,-0.5724,-0.5216,-0.2662,-0.6589,-0.5733,-0.462,-0.6365,-0.6265,-0.5909,-0.9361,-0.4207,-0.615,-0.3964,-0.6558,-0.1993,-0.3092,-0.8364,-0.5671,-0.0806,-0.4058,-0.7384,-0.5329,-0.4322,-0.5083,-0.4195,-0.033,-0.5712,-0.5962,-0.5378,-0.2985,-0.1338,1.4636,0.6557,-0.7857,-0.5106,-0.5711,-0.4443,-0.4584,-0.3578,1.4777,-0.5837,-0.6094,-0.5211,-0.0037,-0.1702,-0.5133,-0.2145,-0.0153,0.0226,0.237,-0.0597,-0.6131,-0.2618,-0.4206,-0.5438,-0.2334,-0.2241,-0.6037,-0.5652,-0.0681,-0.1082,0.0578,-0.288,-0.6085,-0.3071,-0.3922,-1.0568,-0.3198,-0.0732,2.0342,-0.1585,-0.3584,0.0174,-0.2151,-0.1909,-0.114,-0.2663,-0.0578,-0.2713,-0.1838,-0.5196,-0.6041,-0.389,-0.7614,0.3287,-0.5365,FL
-0.402,-0.3119,-0.9173,-0.4858,-0.2083,-0.8654,-0.3519,-0.7501,-0.8628,-0.4495,-0.1833,-0.4982,-0.6326,-0.4181,-0.4512,-0.3478,-0.454,-0.1581,-0.2399,0.0608,-0.5913,-0.7105,-0.5447,-0.881,-0.3873,-0.3929,-0.4793,-0.2148,-0.2178,-0.5578,-0.8055,-0.541,-0.1727,-0.5928,-0.1369,0.5086,-0.6692,-0.7343,-0.3963,0.0521,-0.6937,-0.6596,-0.6331,-0.339,-0.0897,0.3885,0.4108,-0.8102,-0.0755,-0.675,-0.2803,-0.2058,0.1393,1.8519,-0.6999,-0.6094,-0.0021,-0.555,-0.7473,-0.5072,-0.5974,0.0202,-0.6302,-0.3404,0.7619,-0.9204,-0.0551,-0.6209,-0.2372,-0.1953,-0.1805,-0.7567,-0.0798,-0.3487,-0.736,-0.3049,0.3681,0.0001,-0.486,0.2474,-0.7196,-0.0792,0.0627,0.5548,-0.5002,-0.4921,-0.5155,0.0999,1.565,-0.0093,1.2344,0.1253,-0.4188,-0.3446,-0.0257,-0.223,-0.0871,-0.5448,-0.1288,-0.0903,FL
