34255_at,856_at,33812_at,36499_at,1220_g_at,40077_at,40096_at,37318_at,38635_at,33818_at,38027_at,966_at,37796_at,40991_at,33357_at,38647_at,39458_s_at,37557_at,35560_at,843_at,1614_s_at,31957_r_at,33322_i_at,37632_s_at,41775_at,36988_at,1555_f_at,967_g_at,41633_at,33182_at,404_at,31813_at,35227_at,1138_at,38010_at,41413_at,31788_at,40765_at,36080_at,35492_at,40514_at,41060_at,38721_at,35370_at,40807_at,38622_at,41589_at,37139_at,812_at,39923_at,33147_at,39274_at,AFFX-HSAC07/X00351_M_st,868_at,33149_at,320_at,40698_at,36530_g_at,1668_s_at,31791_at,40618_at,38012_at,32564_at,34233_i_at,39161_at,38702_at,39722_at,32536_at,32706_at,39361_f_at,36696_at,40939_at,628_at,33134_at,452_at,31860_at,37250_at,32402_s_at,1895_at,39076_s_at,36788_at,34859_at,1166_at,1478_at,953_g_at,38118_at,38918_at,39670_at,39674_r_at,993_at,31915_at,283_at,39644_at,37040_at,1119_at,37331_g_at,970_r_at,38772_at,844_at,37873_g_at,class
-0.3704,-0.1993,-0.6845,-0.0068,-0.3184,-0.2801,-0.1564,-0.9866,0.8272,-0.2184,0.2932,0.2228,-0.1678,-1.5516,-1.0015,1.2011,-0.8249,0.4097,0.2599,-0.5294,-0.5727,-0.9153,0.3012,-0.3123,-0.1667,-1.0007,-0.7252,0.1328,0.3151,-0.2886,-0.8153,-0.9345,0.6992,-1.5472,-0.0379,-0.8765,-0.156,-0.5396,0.3427,-0.3597,0.5275,-0.7882,-0.3992,0.5284,0.7852,-0.3442,0.5903,0.0603,-0.5328,-0.2993,0.7786,0.5235,-0.1702,-0.7458,-1.4428,0.761,-0.6538,0.5128,-0.8077,0.6854,-0.2897,-0.1393,-1.0281,-0.426,0.5094,-0.6586,-0.4181,0.0295,0.2032,-1.0548,-0.1014,0.6613,0.9277,0.8406,0.9649,-0.5801,0.8696,0.5522,-0.2251,-0.8036,1.0159,-0.4215,-1.1732,-0.6305,0.4712,-0.8747,-0.7878,-0.3002,-0.7569,-0.2601,-0.05,-0.3356,0.7457,-1.1143,-0.0331,0.9851,-0.3825,0.236,0.9254,0.2594,AML
-0.7927,0.2424,0.6415,-1.0934,-1.0068,-0.6005,-0.2627,-0.869,-0.9116,-0.8745,0.4195,-1.1983,-0.336,-1.1752,-0.2162,-1.4934,1.0441,-0.8254,1.7053,-0.8438,-1.1551,1.3639,-1.5295,-0.2794,-0.5265,-0.8359,-2.3011,-0.5458,-0.9505,-1.2995,-0.1241,0.0737,-1.2163,-0.9884,-0.9661,-0.8631,-0.7625,-0.6922,-0.0115,-0.1196,-0.703,-1.5783,-0.3746,-0.3778,-0.7292,-0.3011,0.8386,0.0526,-0.2399,-1.052,-0.502,-1.932,-0.5751,-0.9847,-0.483,-0.7235,-0.4622,-0.7156,-0.2112,0.8738,0.0608,-0.2606,-1.4847,0.4538,-0.0824,-1.4655,-1.1863,-0.8745,0.7467,-0.9466,-0.1538,-0.4595,-0.5461,-0.6534,-0.6904,-2.0871,-0.4434,-0.1959,-0.1796,-0.7567,0.3871,-0.0714,-0.7374,3.47,-0.9313,-0.9249,-0.6077,-0.3863,-1.0291,-0.8121,-0.3737,-1.3475,-0.0245,-1.0481,-1.1854,-1.0965,-0.9465,-0.1923,-0.7044,-0.5045,AML
-0.2376,-0.8799,-1.1489,-0.5967,-0.2619,-1.6519,0.639,0.3927,-0.6015,0.1947,1.2974,-0.7891,-1.2285,-1.4325,-0.3399,-0.0932,-1.5154,-1.1368,0.6581,-0.4146,-0.0485,0.9143,-0.0742,-1.2511,-0.2769,-0.4642,0.1761,-0.4123,0.135,-0.8488,-1.1548,0.1972,-0.9783,1.9113,-1.1937,-0.3795,0.3107,-0.5188,-0.413,-0.5584,0.0201,0.2371,-0.2517,-1.0337,-0.3026,-0.2624,0.0051,-1.2537,-0.3162,-0.7415,-1.3474,1.062,1.6714,-0.8657,-0.2898,-0.7269,-1.0197,-0.7929,1.1479,-0.6001,0.1946,-0.4479,0.4704,-0.4739,0.7357,0.5143,-0.3579,-0.225,-0.0979,-0.7552,0.0929,-0.3184,0.0449,2.3505,0.895,0.1295,-1.4728,-0.9099,-0.3868,0.2739,0.5564,0.532,-0.8537,-0.4024,0.2963,-0.4331,-0.8506,-0.1509,-1.1266,-0.8343,-0.0555,-0.5458,-0.0996,-0.0272,-1.2841,-1.4261,-0.1705,-1.9364,-0.6003,-1.5465,AML
1.3461,0.8622,0.1485,-0.4414,-0.8305,1.5188,1.3052,0.0023,0.2817,0.5517,-0.0293,-0.3364,-0.9019,-0.1795,0.2723,1.1907,0.0497,-0.1032,0.7466,1.7705,-0.3048,0.0982,1.055,0.1993,0.2034,-0.6115,0.7559,-0.3766,0.5506,-1.0315,-0.6437,0.691,0.4939,0.0808,1.5471,1.082,-1.6243,-0.4216,-0.7588,-1.1255,0.3179,-0.3476,-0.3242,-0.2037,-0.3964,0.6269,-0.5151,-3.1784,-0.7125,0.2087,-0.2119,0.4499,1.371,1.0186,-0.2472,1.5166,0.9683,0.7375,-0.3522,0.0332,0.3613,-0.0652,-0.1379,-1.1083,-0.7264,0.647,0.0176,0.1276,-0.2522,-0.2476,0.4685,-0.0527,-0.3156,0.3926,0.4783,-0.2307,1.9056,0.8619,0.0946,-0.9551,0.1936,2.0418,0.7532,-0.0777,0.6326,0.2064,-0.8381,0.5604,-0.377,0.4992,1.5025,1.6729,-0.062,1.5818,-0.7573,0.4762,-0.7104,-0.33,-0.0697,1.4712,AML
-1.1333,-0.9569,-1.4339,-1.5164,-1.9312,-0.2534,-1.9561,-0.1506,-1.5628,-1.5831,-0.4276,-0.6608,0.3803,0.6448,-0.1543,-1.8126,1.0625,-1.3775,0.0239,-0.7501,-0.5727,0.355,1.0733,-0.2466,0.0313,-0.4432,-0.0765,-1.9029,-1.3825,0.2839,0.4751,0.7204,-0.8793,1.6523,0.4844,0.8422,-1.0583,-2.2047,-0.8194,-1.1296,-1.8104,-0.3158,-1.063,1.2296,0.5395,-1.7976,0.2061,-0.8054,-1.6257,-1.0144,-0.0368,-1.6035,-0.7318,2.5289,-1.1448,-1.1329,0.7313,-0.3033,-1.1787,2.9245,-1.9641,-0.6432,0.8501,-0.4798,-1.9187,-0.327,-1.12,-0.2966,0.5484,-0.1893,-1.8525,1.1428,-0.8747,2.3962,-1.8406,0.824,-1.311,-0.5548,1.0482,-1.9748,0.7257,-0.7454,-0.3391,0.1767,-1.2902,-0.0947,-0.017,-0.5761,-0.8288,-1.5808,0.131,-0.0313,-0.4001,2.4315,-1.5993,-0.3101,-1.3125,-0.1617,-0.6866,-2.0227,AML
-0.1468,-0.5842,-0.6845,-0.9188,-0.1538,0.2739,0.0887,-0.2182,-0.0799,0.403,-0.5202,0.2857,-0.7266,0.2827,-0.6614,0.0558,1.0533,-0.4423,0.7466,1.2331,0.0272,-1.0039,-0.797,0.143,-0.0462,-0.0119,0.6009,0.02,0.4734,0.2961,-0.2569,0.5117,0.3559,0.011,0.2517,-0.4505,-0.5564,-0.6783,-0.5331,0.4185,0.4891,0.5802,0.299,1.1199,1.7211,-0.1116,0.7056,-0.9677,-0.5599,-0.4687,0.4285,-0.1604,-0.5315,-0.4528,0.4538,0.0321,0.0987,1.3302,-0.1979,-0.6943,-0.2198,2.2503,-0.1325,-0.815,-0.1955,0.3271,0.4694,0.0559,-0.1493,-0.439,0.6104,1.0764,-0.3426,-0.3286,0.4224,-0.6144,0.6694,0.6277,0.9546,-0.0123,-0.2418,0.1219,-0.6161,-0.534,0.0605,-0.4872,-0.2013,-0.5154,0.2752,-0.0792,0.3175,-0.0196,2.0793,0.5698,0.4735,-0.3737,0.6137,1.6282,-1.0903,0.191,AML
0.5776,0.6313,0.9089,1.3244,1.9695,1.4754,0.329,-0.4134,-0.6654,0.6407,-0.0995,0.6609,1.134,0.9688,1.1504,-0.2992,0.8415,0.8348,1.6611,-1.0913,-0.0602,0.0235,-0.9012,0.0867,0.7267,1.3942,-1.0094,0.3019,1.2663,-0.045,0.1679,-2.8892,1.567,-0.1515,1.4514,-0.271,1.3113,1.018,2.8137,1.0269,0.2655,-0.8051,2.7205,-0.3254,2.4314,2.3128,-0.3082,0.8797,-1.0054,2.8838,-1.3574,0.6545,-0.3835,-0.4151,1.656,1.4933,-0.2277,1.628,0.13,-0.4719,-0.054,0.0023,-1.0092,-1.5751,-0.6742,-0.3342,0.9821,-0.422,0.8863,0.7844,1.6694,0.5533,0.0081,-0.1359,0.6684,0.7747,1.0431,1.7082,-0.9169,0.1916,2.5638,1.1798,0.4646,-0.2678,-0.1054,-0.3602,0.0375,0.2668,3.582,0.9973,0.4602,-0.594,-0.7758,0.4481,0.6358,1.5922,1.471,-0.7584,2.0246,1.1859,AML
-1.3854,0.6475,-0.7384,0.5986,1.2695,1.8859,1.0158,-0.7367,-0.4473,0.6531,1.8387,2.7428,0.7718,1.469,-0.0925,-0.7903,-0.696,1.0592,-1.6576,-0.1392,-0.2116,0.3459,0.2588,-0.9319,1.0056,-0.3801,-1.0754,1.4109,0.8529,1.7211,-1.114,0.4382,2.7254,1.0157,-1.0411,-0.5872,-0.2083,2.2807,1.3326,0.017,-0.0532,1.0759,-0.2038,-0.5806,1.5983,0.5149,1.2613,0.47,-1.0694,0.1146,-0.8272,1.2397,-1.4632,-0.1965,1.0729,-0.2542,-0.9351,-0.2546,-0.051,1.4883,-0.3136,-0.3596,-0.7327,-0.8449,-0.2303,1.0573,1.1283,1.9047,-1.0234,0.9092,-0.7739,-0.5841,0.7634,0.6777,1.1395,-0.0185,0.5292,2.494,-1.0224,-0.2931,-0.1208,-0.2804,-0.2052,-0.5603,-0.1813,-0.8979,0.4857,0.2718,0.9119,-0.3796,0.1749,0.1746,1.3655,0.2573,0.9394,0.6786,0.804,-0.9114,-0.6536,1.2779,AML
0.0905,-0.5234,-0.2751,0.0282,-0.2003,0.5409,1.5121,0.8526,1.8223,-0.1614,-0.3884,1.53,-0.2283,0.7687,-0.3275,0.6892,0.3352,-0.2351,-0.1531,0.7972,0.6212,-1.2989,0.5348,0.6922,0.3136,0.0582,0.8104,1.1929,-0.2948,-0.0084,1.2555,0.5999,0.5729,0.6847,0.0138,-0.5965,0.3449,0.0987,-0.3269,0.998,0.9188,1.8257,-0.7618,1.3178,0.2648,0.9327,-0.3614,0.3773,0.4839,-0.3526,0.6786,0.5396,-0.2311,-0.0623,0.29,0.558,0.8399,1.0282,-0.3626,0.3046,0.5101,-0.3357,1.4531,-1.0065,-1.1355,1.6951,0.7636,1.3616,1.6281,-1.5874,-0.6975,0.1797,0.1871,-0.1488,0.3898,-0.1106,0.0905,0.3708,-0.2765,0.1365,0.5806,0.0108,-0.0434,-0.3351,0.0785,1.6175,0.7789,-0.685,-0.0278,0.4209,-0.3133,0.4482,-1.2266,0.8124,1.2735,0.7856,0.8261,-0.6513,1.1361,0.2948,AML
-0.6054,-0.1182,0.9188,1.2157,-0.2203,0.6243,0.395,1.0255,-0.5166,-0.7774,-0.3098,0.673,-0.9197,0.3399,-0.4017,-0.5993,1.5689,0.5625,-1.2298,0.3089,-1.3356,-1.0673,-0.2479,0.3214,1.0865,-0.1521,-0.7482,0.2963,0.5596,0.1499,-0.7689,0.8997,1.2637,-0.1188,1.0584,-1.0051,0.3203,0.1213,-0.1292,1.325,0.6201,0.6946,0.4551,-0.5138,0.0972,1.1178,-0.2373,0.8951,0.4149,0.2997,0.3834,1.1625,0.5308,-0.6319,0.9059,0.1186,0.7748,1.1513,1.3467,-1.0411,0.0319,-0.1013,0.3753,0.4598,0.6051,0.3089,0.4276,0.0889,0.3354,-0.0978,0.3921,0.8356,-0.806,1.1505,1.0146,0.1638,-0.1431,-0.3848,1.5875,0.9135,-0.2176,1.1863,-0.0272,-0.5194,0.4585,0.0175,-0.637,0.1579,-0.1767,-0.0295,-0.6973,-0.5385,-0.2874,-0.485,0.3801,-0.0412,0.8288,0.2207,0.1283,-0.0942,AML
0.5321,0.8906,0.833,-0.0456,-0.4331,-0.6106,-0.6398,-0.7747,-0.5193,-0.6875,-1.4963,-0.3389,-1.3184,0.2636,-0.7665,0.0457,-0.5027,1.0697,-1.2298,-0.972,2.2169,0.2447,-0.0423,-1.2933,0.0347,-0.0049,1.1951,0.3865,0.6054,-1.1777,-0.2341,0.3001,-0.4897,0.2922,-0.5886,-1.4043,0.7816,0.5081,0.3257,-1.3697,-0.1589,0.057,-0.1214,-0.5972,-1.2006,-0.2171,0.5933,-0.8363,-0.7986,-0.6474,0.2634,-0.4673,1.4799,0.7988,0.0968,-0.9532,-0.6082,-0.7943,-0.0777,-0.9243,-0.1908,-0.2114,-0.8885,-0.0429,-0.5175,-1.3875,-0.0654,-0.1694,-2.3895,0.3766,-0.4333,-0.061,0.2411,-0.5382,-0.1984,-0.6701,-0.6002,-0.6983,-0.6832,-0.4406,0.121,-0.9426,0.4282,-0.6393,0.4569,-0.7393,0.3726,0.9274,-0.2486,-0.3542,1.1459,-0.1086,0.539,-1.5066,-0.2332,-0.3419,0.4668,0.7562,1.1412,-0.2899,AML
-1.3876,0.2059,0.5579,0.5831,0.5362,-1.1179,-0.3081,-0.999,-1.6143,0.938,0.0212,-1.0046,0.2975,-2.0757,-0.7294,-0.7526,0.0129,0.2129,-0.1384,-0.8639,-1.0095,1.373,-0.1562,-1.0962,0.6389,1.4012,-0.0076,-0.3127,1.1508,-0.8488,-0.3403,0.1472,0.5297,-1.6555,-0.6119,-0.0942,-0.0118,0.5584,0.4507,-0.1321,-0.9572,-1.7456,0.8189,-0.1036,0.0079,0.0822,-0.323,-0.3957,-0.5451,0.1146,-1.5125,1.0835,-1.9203,-0.584,-0.2308,-0.0079,-0.4352,0.7003,-0.9131,0.2971,-0.6092,0.3062,-0.8427,-0.7911,0.9881,-1.4883,0.1339,0.0409,0.9598,0.8426,0.8921,-0.3848,-1.4755,-0.412,0.5613,0.2516,0.4442,-2.032,-0.6654,0.1114,-2.3218,0.1976,-0.5868,0.4926,-0.2383,-0.7793,-0.3731,-0.3002,-0.1716,0.3987,-0.3682,-1.0162,0.6893,-1.2085,-0.125,0.8347,0.3616,-2.3953,0.1029,-1.4333,AML
-0.1865,0.7853,1.6517,1.0876,0.3151,0.6577,1.1547,-0.3477,0.5975,1.6172,0.2736,-0.4526,-0.3743,0.8354,-1.0015,0.5328,-1.8653,0.9752,0.2894,-0.2853,0.0971,-0.8588,0.2675,-0.5141,1.0263,-0.906,-0.952,-1.463,0.3421,-0.3251,-0.8239,0.0267,0.1875,-1.5605,-0.2577,0.021,0.9653,0.9382,-0.1195,1.1884,1.3948,-0.2056,-0.8503,-1.2459,-0.459,0.7303,0.543,-0.8595,0.5159,0.4157,1.544,-0.0419,0.5525,0.0906,0.2933,1.1005,-0.7924,1.074,1.8883,-0.0233,0.1836,0.4554,1.1334,0.8847,0.1178,0.9916,0.5595,0.6329,1.0699,0.9425,0.7829,0.3873,1.7149,-0.723,0.9789,-0.3186,0.4108,-0.4074,-0.8974,1.7149,-1.4027,1.4319,0.9312,-0.6042,1.1868,-0.2932,0.7035,1.8235,0.1828,0.1703,1.3873,0.1019,0.8584,0.3862,-0.0588,0.6699,0.4881,-0.3453,0.5674,-0.2451,AML
1.2587,1.8387,0.745,1.5727,2.0626,-0.5104,-0.387,2.1367,-0.6535,-1.4299,1.9089,-0.288,-0.7525,-0.9751,0.1239,-0.1801,-1.3221,1.086,-1.0233,0.8128,1.3492,-0.7433,0.7664,-1.0727,-1.3855,0.2757,-1.239,0.2681,-0.3038,-1.2264,1.447,0.0502,0.6024,-1.5004,0.73,-0.4023,0.4815,-0.3141,0.6654,1.0601,-0.91,-0.5213,2.5865,-0.3421,-0.5439,-0.2322,-0.4058,0.4623,0.2943,-0.1331,-2.0928,0.7981,-1.141,0.3655,0.2933,-0.0512,0.523,-1.198,-1.738,1.5486,0.565,1.3567,0.3106,-0.1926,-0.5524,-0.1372,-0.0326,1.1231,0.2253,1.575,0.1803,0.4786,0.1871,0.2625,0.8912,0.7297,-0.7954,-1.5862,0.1449,0.5614,-1.6204,-1.021,-0.008,0.3873,0.1318,-0.5388,0.536,-1.3102,-0.7159,-1.4444,-0.3078,-0.7585,-2.673,-1.2815,0.7683,-0.0181,1.4955,0.389,-0.9024,-2.2255,AML
-0.3193,-1.1716,-1.3855,-0.3095,-0.2502,-0.6172,0.419,0.2837,-0.4362,0.2365,0.066,-1.0118,-1.3887,-0.0318,-0.9953,0.0365,0.4825,-1.5685,-0.8021,1.0392,0.464,-0.3883,0.1111,0.941,-0.6849,-0.9657,-0.7597,-0.4913,-1.003,0.0159,-0.6428,0.8585,-1.3132,-0.6479,-0.1956,-1.1792,-0.2831,-0.798,-1.2998,-1.6056,1.3852,0.0125,-1.0753,-0.0964,-0.9325,-0.7813,-1.3043,-0.9832,0.6562,0.2432,0.2584,0.3243,0.5308,0.0275,0.575,-0.2975,1.0774,0.8864,0.4654,-0.4644,0.621,-0.6508,1.271,0.777,-0.3435,-0.4902,-0.5805,-1.7579,0.7027,-0.2392,-0.9224,0.653,0.2018,0.2863,-0.7494,1.8808,-0.1515,0.2688,-0.7454,0.9631,-1.1851,-0.5247,-0.6737,-0.7153,1.8588,-0.8721,-0.0254,0.2971,-0.7004,0.0424,0.3834,0.1607,-0.3438,-0.3868,-0.9636,-0.6223,-1.0764,0.4196,-1.5853,0.2665,AML
-0.0253,1.1134,-0.2069,0.3231,0.3716,-0.3436,0.8333,0.6736,0.5424,0.3309,1.3282,0.6827,1.4712,0.6162,-0.0987,0.6069,0.1418,1.6543,-0.8316,0.4405,1.3317,-1.2764,2.1262,1.0255,-1.6472,0.486,1.8323,-0.3935,-0.1785,1.2096,0.7017,-2.2455,0.654,0.5593,0.1871,1.1235,0.4869,0.6555,0.6254,-0.7819,1.5511,0.1608,1.6179,-0.4088,0.8098,1.2965,-0.1575,0.4391,1.2568,0.2934,-1.4075,1.7494,0.1868,0.3541,0.634,0.528,0.9042,0.288,1.7281,-0.9921,1.0852,-0.5676,1.0086,1.4174,0.405,1.1047,2.6962,1.2438,-0.3697,1.2754,-1.5337,1.4915,-1.6006,0.6976,1.1131,0.9483,-1.3243,0.8733,-0.4761,1.1739,0.1452,0.3491,0.452,-0.5632,1.4916,0.4965,1.8933,1.1299,-0.1972,1.9775,-0.8016,-0.0747,-0.4189,-0.0468,0.6682,0.4329,1.2681,-0.0393,-0.8389,-0.9335,AML
0.5832,1.2998,1.0058,0.164,-0.335,-0.981,-0.4944,-0.1182,0.1013,-0.1863,0.599,-0.1234,-0.4953,-0.1175,-0.748,1.2846,-1.718,0.3562,0.1271,0.8664,0.9124,-0.5641,1.3493,-0.378,-0.6711,-0.0084,0.3253,-0.5777,0.6091,0.7954,1.8083,-1.543,0.9088,-0.4446,-0.4438,0.6761,1.4789,1.2921,1.4672,-1.1255,-0.0838,-0.9682,-0.2505,-2.0282,-0.4813,-0.0836,-0.5299,-0.9522,0.7153,0.9175,0.0133,1.7441,0.3958,1.0499,2.6224,-0.7202,-0.3566,-1.2524,0.7013,1.0096,-0.6501,0.2083,-0.1123,0.4658,1.693,0.2803,-1.1481,-0.208,-0.8251,-0.5638,-0.0818,1.3587,0.3833,-0.2173,0.3728,0.6161,2.1542,0.2839,-0.2034,0.1529,-0.2902,1.0884,0.2179,-0.5574,1.2513,-0.0727,0.4606,1.7475,-0.1253,1.6476,-0.3737,0.3282,-0.8322,-0.0779,0.5756,0.5601,0.7743,-1.6763,0.5421,0.0519,AML
0.3108,-0.961,0.6338,-1.6561,-1.2146,-0.2668,-1.7227,-0.9395,1.1884,-1.6151,0.5204,-0.4986,-0.3645,-0.2128,1.5833,1.336,-0.0884,-0.5751,0.6139,-0.9542,-0.1301,-1.1539,-1.3027,-0.8005,-0.8226,-1.3268,0.0842,-0.1849,-0.4591,-0.2277,1.4849,0.3148,-1.3542,0.2997,0.3474,0.7015,-1.0658,-1.1137,-1.1324,1.0973,1.0708,-0.4895,-0.7827,2.9372,1.0309,-0.904,1.0691,-0.6431,-1.2663,-1.1053,2.1743,-1.0632,0.5569,2.4315,-0.8794,-0.8067,-0.4068,0.1047,-0.9531,-0.7509,-1.7973,-0.6732,-0.556,0.1546,-1.3356,-1.4219,-0.4086,-0.5125,-0.8471,1.8995,-2.0185,0.3873,-0.6295,0.0658,-1.3517,0.1252,-0.0347,1.0697,-0.9418,-0.1,1.4996,0.7592,-1.1534,-0.5047,-0.8345,0.9329,-0.4946,0.3503,-0.2691,-0.6756,-0.0829,3.0581,1.1777,1.9003,0.4281,0.4618,-0.7502,-0.1005,0.6182,-0.099,AML
0.1677,0.6354,0.0011,0.6142,-0.0075,0.2672,0.4661,0.3927,0.1333,-0.2878,0.6747,0.247,-1.3958,0.6067,1.1195,0.307,0.372,0.6122,-0.3449,0.3402,-0.2465,-1.0077,-0.1562,-0.0401,0.2206,0.6684,-0.0277,0.176,-0.4358,0.3204,1.2327,1.2025,0.5065,-1.1294,-0.2163,0.5381,0.3993,-1.1952,0.9432,-0.0534,-0.041,1.4805,0.5227,0.8432,1.4129,0.0391,0.2061,0.8797,0.9959,0.4816,-0.0418,0.265,-0.6142,0.9267,-0.1555,-0.4639,-0.4917,-0.2231,0.8986,-0.0535,0.2795,-0.1165,0.3558,0.8967,2.1195,0.6925,0.9934,0.4198,0.4603,-1.163,0.7218,0.188,0.1724,-0.4418,-0.0587,0.481,-0.2816,0.197,0.0113,0.9319,0.1694,-1.3018,1.4356,-0.5311,0.2152,0.2251,0.9339,-0.8444,0.3419,0.2708,-2.1346,-0.4549,0.7644,-0.6218,-0.0432,-0.4373,0.9094,0.2054,0.3796,0.4126,AML
-0.3772,-0.4302,0.1221,-0.3754,-0.4231,0.1738,-0.6144,1.503,0.717,-0.3412,0.6719,-0.0581,0.6277,0.0445,1.7255,0.8471,0.6298,-1.239,0.8794,-0.2897,1.489,0.1099,0.4393,3.1378,-0.3251,-0.1556,0.7387,0.4203,-0.6001,1.5019,-0.1402,0.3295,-0.535,1.2895,-0.2964,0.2193,1.3113,1.1741,-0.2553,-1.142,-0.234,-0.1654,0.3076,-0.292,-0.9593,0.5645,-0.4708,2.1396,1.05,0.7701,-0.3619,0.3978,1.0097,-0.4655,1.7936,0.0321,-0.9802,-0.7814,-0.5021,0.5497,0.6239,0.5128,1.8233,1.0763,-0.0215,1.4337,-0.6461,-0.8972,1.0332,0.2767,-0.7084,0.6364,0.7781,-1.466,0.254,1.2399,-0.5669,0.605,-0.218,-0.1007,0.4113,-1.4794,0.731,0.1329,-0.5732,0.5139,2.3834,-0.0876,-0.4386,1.8221,-0.3133,-0.8144,-0.2123,-0.6194,-0.781,0.3433,0.4282,-0.4677,-0.6282,0.481,AML
0.7774,-0.9974,0.4545,0.5792,-0.35,1.3486,0.2479,0.5455,-0.808,0.8045,-0.307,0.4334,0.5903,0.3875,0.6372,0.5166,0.4733,-0.4204,1.0563,-0.2306,0.3591,0.2418,-1.0325,0.8143,0.558,1.4924,-0.7224,0.4335,-0.6211,-0.4713,-0.6817,0.691,-0.2106,0.6476,1.0145,0.5086,0.473,0.3259,-0.3924,-0.6495,-0.4628,2.0312,0.8423,-0.0821,0.506,-0.1633,0.4366,-0.1097,0.4592,-0.6412,0.8787,0.1412,-0.0918,0.0754,-1.4035,-0.3674,-0.6444,-0.2245,0.1508,-0.11,0.1497,1.853,0.0037,2.2314,0.6922,0.3004,-0.0917,0.6367,0.7541,0.5181,-0.1211,-0.8165,-0.0704,-0.5819,-0.1961,0.749,1.1349,-1.0761,-0.1937,0.9665,0.8466,2.4023,0.9064,-0.2766,-0.7068,0.1864,0.8795,-1.7101,0.0338,0.7752,-1.1801,-0.668,-0.0057,-1.6279,-0.7364,-0.3911,-0.0108,0.1748,-0.7399,0.4008,AML
2.377,-1.046,-0.6944,-0.3677,0.9902,-0.7307,-0.9478,-1.1147,-0.4256,0.1893,-1.2551,-0.3219,1.0824,-0.0985,-1.0262,0.8761,0.2615,0.531,0.2156,-1.2775,-0.2582,0.4392,-0.5171,-0.3733,-0.678,-0.4993,0.9281,0.0143,0.4201,0.7833,0.5851,-0.282,-0.6518,0.3034,-0.63,0.9547,-1.5005,-0.8969,0.2566,-0.1031,-0.6305,-0.4768,0.02,-0.6092,-0.9415,-1.0698,-0.1279,-0.0943,-1.2343,-0.1519,0.1683,-0.7635,1.2012,-0.1825,-1.2627,0.092,-0.0491,1.2143,0.1271,-0.0309,-1.1164,-0.2149,-1.0099,1.6089,-1.4488,-1.2835,-0.7112,-1.1894,0.7247,-1.7622,-0.0927,1.4417,2.5953,-0.6673,-0.7556,-0.4215,-0.5802,0.8242,0.4705,0.4275,-0.7497,0.259,-0.6151,-0.455,-0.619,-0.1159,-0.6244,0.9477,0.1828,2.0124,2.3199,0.415,1.6473,-0.542,-0.7289,-0.3448,-1.3017,0.9704,0.5522,0.1722,AML
-1.4433,0.4652,0.7483,-0.7752,-0.3816,0.1537,-1.2738,-0.6143,0.2977,-0.1018,-0.3856,-0.84,0.657,1.045,0.8598,-0.5106,0.0497,0.7278,0.0534,1.1027,-1.4288,-0.7562,1.4999,-0.4203,0.8782,0.6473,0.9281,-0.5289,-1.1402,-0.3373,-1.0277,-0.0674,-0.7077,-1.493,-0.6041,-0.626,-1.4535,0.7995,-0.538,1.594,-1.365,-0.2353,-0.532,0.4664,-0.4076,-0.1848,-0.0097,0.6864,-0.5771,-0.3871,1.2189,-0.3919,0.6004,-1.1583,-0.9122,1.1005,-0.2801,-2.1272,-0.2038,-0.9431,-1.4469,-0.0287,-0.5237,-1.599,1.1969,-1.0728,-1.3301,-0.3315,-1.3906,-0.647,0.1846,-2.1366,-1.2793,0.2307,0.1058,-0.2886,-0.3116,0.1819,-0.1466,-0.3821,-0.3143,-0.9335,-0.791,-0.3,-1.2369,-0.7129,-0.461,0.0465,1.7746,0.0646,0.1969,-0.502,-1.4708,-0.7376,-0.2129,-0.0326,0.7972,-0.024,2.3673,-1.7115,AML
0.5571,-1.0258,-0.6207,0.1834,1.3942,-0.4904,0.2241,-0.7862,0.2888,-0.14,-1.2326,2.1182,1.4419,-0.1938,-0.2347,0.0093,0.8876,1.022,-0.8758,-1.7256,0.9357,-0.7832,-0.8327,-0.6174,1.2484,0.0197,0.1732,0.3489,0.7637,0.5153,0.0759,0.1737,0.1696,0.4621,-0.5343,1.0967,-0.3034,0.1594,-0.1498,0.9193,0.5826,0.1248,0.015,0.3853,-0.3339,-0.342,-0.0392,0.586,-1.0743,-0.2241,0.4185,0.3368,1.0314,-0.3884,-0.9351,-0.0012,-0.8684,0.0618,-0.7113,-0.6152,-0.8039,-0.2829,-1.4227,-1.3177,0.6835,-0.1189,-0.3698,-0.6926,-0.972,-1.4127,0.6999,-1.5139,0.4618,0.5972,-1.073,0.2302,1.3718,0.1139,-1.0678,-0.0137,-0.5804,0.0735,0.5455,-0.6948,-0.5792,-0.9784,-0.5783,0.1655,-0.5669,-0.1311,0.4821,-0.3947,0.0131,-0.4143,-0.173,-0.0962,0.1386,0.695,0.867,0.8181,AML
