X95735_at,M84526_at,M23197_at,M27891_at,M31523_at,M92287_at,U05259_rna1_at,X59417_at,M11722_at,X17042_at,D88270_at,L09209_s_at,M16038_at,M84371_rna1_s_at,M63138_at,U46499_at,M89957_at,M22960_at,J05243_at,M31211_s_at,M55150_at,M62762_at,X16546_at,M19507_at,U50136_rna1_at,U29175_at,M96326_rna1_at,S50223_at,X61587_at,X82240_rna1_at,Y08612_at,M28170_at,Z49194_at,M11147_at,U22376_cds2_s_at,HG1612-HT1612_at,M32304_s_at,X97267_rna1_s_at,Z15115_at,D88422_at,X52056_at,J03473_at,D49950_at,X14008_rna1_f_at,X66401_cds1_at,X62654_rna1_at,M33680_at,M31303_rna1_at,M29696_at,L47738_at,M83652_s_at,Y07604_at,M81695_s_at,J03801_f_at,Y00787_s_at,M19045_f_at,X64072_s_at,D26156_s_at,U07139_at,X15414_at,L09717_at,L06797_s_at,S76617_at,M65214_s_at,X51521_at,X62320_at,U82759_at,M91432_at,X69111_at,L42379_at,U10485_at,U77948_at,M93056_at,AF009426_at,M12959_s_at,D14664_at,D10495_at,L41559_at,U46751_at,D86967_at,X78669_at,M27504_s_at,L21954_at,L11669_at,HG3494-HT3688_at,U10868_at,X70297_at,L07633_at,M28130_rna1_s_at,U94855_at,L13278_at,D63880_at,X07743_at,X74262_at,X12447_at,X67951_at,U62136_at,S46622_at,U73737_at,L33930_s_at,class
-0.698,-0.4795,-0.3609,-0.4503,0.3195,-0.2746,0.6899,-1.048,0.6061,-0.7278,0.5528,-0.6001,-0.7443,1.4777,-0.4491,-0.483,0.8421,-0.7369,1.4779,-0.7301,-0.6166,-0.5642,-0.0907,-0.4773,-0.4117,0.3074,-0.4147,-0.5675,-0.7111,2.3357,0.1384,2.6105,0.2126,-0.8307,-0.2961,0.1478,-0.9762,0.6344,-0.2113,-0.4161,-0.4146,0.4836,-1.2938,-0.3355,-0.324,-0.6538,0.8038,0.1482,-0.2763,0.3655,-0.7045,-1.4179,-0.7194,-0.4267,-0.575,-0.3961,-0.7736,0.7277,1.3515,-0.1878,0.1676,-0.5727,0.3061,0.499,-0.6627,-0.4842,-1.2026,-0.1573,1.3812,0.0311,-0.5714,-0.0382,-0.8711,-0.8917,-0.3396,-0.9814,-0.8079,-0.7413,-0.7399,-0.4197,0.596,-0.4901,-0.6154,-1.4152,-0.5916,-0.3167,-0.1533,-0.6204,-0.4499,-0.5233,-0.5085,0.2705,-0.8309,-0.0745,-0.4036,1.0112,-0.3999,0.4825,-0.7352,0.333,ALL
-0.5778,-0.4882,-0.6451,-0.5117,0.0737,1.8659,-0.1913,0.755,1.5428,0.3626,2.2064,-0.6546,-0.7922,0.9417,-0.1694,-0.6429,1.918,-0.625,0.2957,0.7403,-1.2993,-0.0864,0.1956,-0.0954,-0.8771,-0.1275,-0.0989,-0.3571,-0.5667,2.0493,-1.05,0.5547,0.3913,-0.6955,1.0943,-0.1587,-0.4113,1.2052,0.3082,-0.3063,0.1526,-0.5517,0.6941,0.1436,1.6529,-0.5583,0.1252,-0.0665,-0.678,-0.5988,-0.3482,-0.6924,-0.7007,0.1699,-0.5983,0.3074,-0.4707,-0.1708,0.5094,-0.5945,-0.5381,-0.5867,-0.0028,0.5689,-0.1941,-0.3417,-1.1058,-0.8024,1.4954,-0.0257,-0.3701,-0.612,-0.3701,0.0527,-0.7009,-0.3646,-0.1582,-0.0505,-0.6952,0.939,-0.6145,-0.2142,-0.3393,-0.5427,-0.6854,-0.2558,-0.8556,-0.4123,-0.4731,0.8607,0.6293,0.9726,-0.3651,-0.0943,0.4794,0.5493,-0.6459,-0.0981,-0.5049,-0.1861,ALL
0.888,0.8901,2.2581,-0.2883,-0.8486,-1.0283,-0.712,-0.9914,-0.6934,1.6457,-0.7213,-0.0662,1.1315,-0.8986,0.9354,1.9618,-0.6781,1.6966,-0.7206,-0.8655,1.2944,1.2537,0.3878,0.5898,1.2425,-0.7342,1.7001,-0.5675,0.2663,-0.6801,-0.6558,-0.7243,-0.7579,0.2421,-0.7534,-1.1631,0.4141,-0.9272,-0.3631,-0.1571,0.4992,-0.4576,2.1631,0.2583,-0.9587,0.5839,-1.1211,-0.7736,-0.5952,-1.01,0.7893,0.6854,1.6379,0.2992,0.8767,0.2361,0.4445,-1.1905,-0.9238,-0.9034,2.3315,-1.0001,-0.7402,-0.2998,-0.9876,-0.0767,0.8631,-0.5981,-0.8076,0.5086,-0.5789,-0.6906,1.3838,-1.597,-0.3676,1.3094,0.9406,0.311,0.9722,-0.3512,-0.6221,-0.8611,0.4412,2.5312,-0.572,0.1748,0.9677,-1.0783,0.4958,-0.6713,-0.7853,-0.6845,0.3422,-0.762,0.5604,-0.5539,-1.0559,-1.2139,-0.7707,-0.6779,AML
-0.1923,-0.5673,0.7956,-0.2975,-0.7433,-1.1591,-0.7309,-1.1148,-0.8373,0.0807,-0.7506,-0.0311,-0.0514,-0.8152,0.3195,0.7791,-0.877,1.0339,-1.1439,-1.3556,0.6167,-0.6747,-0.1498,2.0037,0.9357,-0.8317,-0.3487,-0.0962,-0.2023,-0.6829,-1.3166,-0.3121,-0.5962,-0.475,-0.8719,-1.1349,0.3971,-0.4597,-0.9068,-0.0992,-0.3553,-0.902,1.5755,-0.2416,-0.9322,-0.3664,-1.0674,-0.4105,-0.6293,-0.7258,0.051,1.6698,0.6783,-0.2415,-0.5404,-0.2327,-0.1885,-1.3494,-1.8026,-1.2106,-0.3593,-1.0611,-0.6456,-0.6947,-0.9772,-0.3437,-0.2465,-0.6681,-0.7849,0.0381,-0.7605,-0.2831,-0.3789,-1.1428,-0.6766,-0.0177,-0.1423,0.568,-0.6591,-0.8874,-0.3328,-1.0895,-0.7604,0.3688,-0.5008,0.2289,0.9484,-0.9572,-0.4809,-1.2545,-0.9185,-1.5042,-0.3651,-0.6914,-0.7784,-0.879,-0.9284,-0.558,-0.7423,-0.6675,AML
1.9791,0.8173,1.2088,2.4002,-1.0511,-0.7098,-0.9523,-0.6253,-0.6931,2.313,-0.7549,3.1181,2.4581,-0.5883,3.4207,1.8465,-0.9605,3.2307,-1.2889,-1.1032,1.1204,2.5427,4.1967,-0.2036,3.0519,-0.7992,0.7773,-1.1104,1.8816,-0.6267,-0.6036,-0.9145,-0.5068,2.151,-1.068,-0.9583,3.4145,-1.4975,-0.4838,2.7995,2.3128,-0.6959,1.458,3.3596,-0.5217,2.9434,-0.9419,-0.6159,-0.7414,-1.0155,2.2734,0.5388,2.1678,3.4388,2.4981,3.2664,3.0934,-0.6161,-1.2481,-0.1723,2.4444,-0.007,-0.839,-0.6631,-0.7492,4.9812,0.7664,-0.9311,-0.573,2.0929,-0.5629,-0.9501,1.3301,-0.8558,-0.4956,2.1685,1.2257,0.5439,1.491,-0.5625,-0.8201,-1.2417,3.1563,2.7613,2.0988,3.1327,0.527,-0.3966,2.5404,-0.9217,-0.6212,-0.0288,4.6875,-0.8674,1.7794,-0.8465,-0.8191,-0.2866,-0.7388,-0.6163,AML
0.6972,1.4369,-0.0198,1.6481,-0.9762,-0.8893,-0.8754,-1.0987,-0.7434,1.6332,-0.7155,1.1312,2.0449,-0.9017,1.4999,0.2435,-0.6125,1.0673,-0.9475,-0.9167,1.7312,1.7763,2.573,-0.3641,1.4011,-0.8286,1.1087,-1.0262,-0.0206,-0.6461,-0.3486,-0.7771,-0.869,1.6399,-1.2063,-0.6282,0.6728,-0.9771,-1.0349,1.2867,1.0061,-0.933,1.7322,2.6428,-1.0217,1.6388,-0.6917,-0.9645,-0.5424,-1.1369,-0.3387,1.4259,3.304,2.8697,2.921,2.648,1.3778,-0.5689,0.2112,-1.3102,1.0426,-0.811,-0.5593,-0.6992,-0.8776,1.5767,1.2985,-0.7494,-0.5319,3.1696,-0.5375,-0.9446,0.2246,-0.8798,-0.5611,0.0649,1.3642,1.058,1.9583,-0.8122,-0.409,-0.1429,0.2687,-0.3502,1.7451,0.0305,0.045,-0.6095,2.9224,-0.2177,-1.1748,-0.8307,0.2555,-0.9466,0.8799,-0.9008,-0.6414,-0.7766,-0.5261,-0.6362,AML
0.1613,-0.0342,-0.3106,-0.2679,-0.8767,-0.6411,-0.8645,-1.2801,-0.7851,-0.6692,-0.764,-0.1571,0.0103,-0.5092,-0.2803,0.0253,-0.6016,-0.5034,-0.9781,-1.1508,1.1974,1.5808,-0.6319,0.3883,1.1082,-0.9942,-0.107,-0.5423,-0.0742,-0.6617,-0.6616,-0.7613,-0.8617,1.4582,-0.9683,-0.7892,1.7147,-0.7009,-0.9722,0.2039,-0.6843,-0.9914,-0.6279,-0.4196,-1.1602,-0.1443,-0.4575,-1.0096,-0.6357,-0.7492,-0.7226,0.5358,0.4015,-0.248,1.2363,-0.1829,-0.7209,-0.5312,-0.5891,-1.6225,0.3652,-0.7928,-0.416,-0.0471,-0.7408,-0.3933,0.9229,-0.8857,-0.5597,0.8899,-0.4491,-0.5736,-0.709,-0.8439,-0.4897,-0.5574,-0.0531,-0.669,2.0296,-0.692,-0.2567,-0.6994,-0.5353,0.1126,-0.1801,-0.0281,0.4113,-1.3857,0.8562,-0.5254,-1.0108,-1.0694,0.0593,-1.0445,-0.5122,-1.0111,-0.3179,-1.3346,-0.4233,-0.6675,AML
0.4763,-0.4848,-0.221,-0.3647,-0.7854,-0.72,-0.9483,-0.8134,-0.9181,1.4345,-0.7017,0.0461,-0.122,-0.926,0.4314,-0.4322,-0.8598,-0.0623,-0.9189,-0.3278,1.4919,0.7659,-0.5137,-0.456,0.3615,-0.7728,-0.4634,-0.3529,-0.2894,-0.6283,-0.1225,-1.0044,-0.6879,0.9195,-0.9133,-0.373,-0.4181,-0.6578,-0.8355,-0.373,-0.1755,-0.4124,1.5951,-0.3419,-0.659,-0.0578,-0.4015,-0.4231,-0.614,-0.4071,0.6374,2.0213,0.6953,-0.3074,2.169,-0.244,-0.1417,-0.2605,-0.6361,0.0182,0.1299,0.4102,-0.6525,-0.3179,-0.2769,-0.0683,1.3468,-0.4846,-0.5617,-0.4104,-0.7718,-0.5682,-0.0078,-0.8678,-0.5515,-0.3866,0.0027,0.4073,2.0531,-1.0411,-0.074,-0.4758,-0.498,0.1387,2.4103,-0.2265,0.0561,-0.3213,2.2683,-0.5281,-0.6827,-0.4957,0.3502,-0.3693,-1.0156,-0.2956,-0.7416,-0.6711,-0.4765,-0.6342,AML
1.1163,1.383,0.3015,0.6051,-0.872,-0.625,-0.8111,-0.662,-0.7434,1.7548,-0.7412,0.6414,0.6666,-1.156,-0.1764,0.6105,-0.5621,0.1808,-0.6615,-0.5582,1.02,-0.1166,1.9524,-0.1718,1.408,-0.9508,2.7305,-0.1719,1.238,-0.6207,-0.9398,-0.4812,-0.6493,0.0224,-0.6638,-1.2456,-0.2642,-0.7526,-0.9594,0.2317,0.8754,-0.8186,0.5472,0.2237,-0.9436,0.4598,-1.2838,-0.8803,-0.7902,-0.9368,0.3404,0.4147,-0.4409,0.0648,-0.0183,0.0601,0.1775,-0.6838,-0.2595,-1.7358,0.384,-0.6564,-0.3673,-1.4236,-1.0909,-0.0683,2.2431,-0.8592,-0.8631,2.3142,-0.5629,-0.8039,1.4395,-0.5929,-0.7929,0.3678,-0.0929,1.1142,0.5198,-1.097,-0.4775,-0.571,0.7832,0.166,0.3942,-0.8036,5.5149,-0.4322,-0.0372,-0.1836,-1.021,-0.5028,-0.0809,-0.7249,-0.1355,-0.8837,-0.4501,-1.1235,-0.6112,-0.67,AML
2.7507,1.6107,1.5585,1.8555,-0.906,-0.9054,-0.834,-0.6337,-0.7068,2.441,-0.744,2.2866,2.4165,-1.1286,2.1122,0.9266,-0.9363,3.3943,-0.6596,-1.0593,1.7981,1.5433,0.8957,-0.4681,2.8817,-1.1149,1.1189,-0.8074,1.3451,-0.6461,-0.8123,-1.4007,-0.7338,1.1821,-1.0622,-0.5341,2.6669,-1.1626,-0.7774,3.9537,1.6057,-0.9068,1.8791,0.907,-0.7068,5.2229,-0.1488,-1.3814,-0.7338,-0.7892,0.9793,-0.0087,2.6179,1.0773,0.5968,0.7768,2.9614,-1.0551,-0.0241,0.3837,3.4417,-0.7602,-0.8557,-0.8572,-0.1537,3.8489,1.9955,-0.7967,-0.6605,3.5056,-0.3559,-0.8879,1.3828,-0.7363,-0.5287,1.8766,2.8882,2.9535,4.0871,-0.5968,-0.9419,0.2805,2.0037,1.7861,2.8197,1.6695,1.166,0.1407,0.3072,0.124,-1.0108,-1.0053,2.9913,-0.7199,0.6083,-0.4249,-0.5685,-0.475,-0.6466,-0.6387,AML
0.0913,0.891,2.0132,0.6505,-0.7527,-0.8186,-0.8575,-0.5678,-0.7154,0.7915,-0.701,-0.1868,0.3177,-0.7656,0.5841,1.8973,-0.9464,1.3502,-1.0047,-0.7228,0.866,1.2711,0.9235,1.2695,1.8688,-0.8409,0.7499,-0.6727,0.1678,-0.6633,-1.1253,-0.6926,-0.7483,0.2216,-1.0993,-1.0912,1.2902,-0.6297,-0.6846,-0.0802,0.2193,-0.3766,0.6158,1.2311,-0.6917,0.5684,-0.7718,0.5995,-0.6381,-0.6968,1.1111,1.2629,0.0279,0.5395,-0.2005,0.9832,1.1981,-0.9859,-1.2063,-1.329,0.6004,-0.9907,-0.7012,-0.8256,-0.9813,0.1366,2.3,-0.5375,-0.6625,-0.5866,-0.6655,-0.7436,0.3584,-0.8319,-0.7598,1.2213,0.5712,0.5519,-0.5887,-0.3137,-1.1094,-0.1143,-0.299,0.4585,-0.4173,0.2402,1.0365,-0.4794,-0.2894,-0.5397,-0.2317,-0.346,0.804,-0.767,1.308,-0.6719,-0.7097,-0.3393,-0.799,-0.6511,AML
1.0873,-0.4389,0.7803,1.4905,-0.4132,-0.8217,-0.8462,-0.8087,-0.4292,-0.0374,-0.7097,0.6365,2.3989,-0.4828,1.5909,-0.483,-0.8343,0.6961,0.084,-0.1851,0.7974,2.1791,-0.0925,-0.4912,1.3965,-0.372,-0.3917,0.0806,-0.2721,-0.6613,-0.7428,-0.9251,-0.6758,1.3084,-0.7914,-0.0399,0.5629,0.0715,-0.5588,-0.3336,0.1674,-0.6149,1.2229,0.6835,-0.5029,0.4117,0.426,-0.5496,-0.6416,-0.0843,0.1389,-0.2525,0.4083,1.1742,1.7194,1.2345,1.07,-0.5548,-1.2534,-0.4297,0.2899,-0.6586,-0.896,0.3162,-0.4373,0.3383,2.0894,-0.3994,-0.426,-0.7129,-0.6768,0.5629,-0.0225,-0.2342,-0.4279,0.0924,-0.0849,1.5158,0.2358,-0.9843,0.6417,-0.3236,0.3258,0.2167,0.2334,1.0315,0.5408,-0.0961,1.3882,-0.3671,-0.4982,-0.4814,-0.0435,-0.7224,0.2497,1.3111,-0.5275,0.2035,-0.4978,-0.6347,AML
1.1926,0.088,0.0567,0.0603,-0.9645,-0.5064,-0.9413,-0.6527,-0.8194,1.7536,-0.6948,2.0048,3.083,-0.678,-0.0982,1.4039,-1.1791,-0.2388,-1.1973,-1.2093,2.7703,0.0068,0.8403,0.7678,0.0513,-1.053,0.1329,-1.1988,1.2963,-0.6475,-0.8181,-0.571,-0.8279,1.6747,-1.1345,-0.3675,1.6267,-0.9984,-0.9736,-0.025,0.4176,-1.2845,-0.3341,2.6398,-0.8416,1.0836,-0.5801,-0.8525,-0.2716,-0.8154,0.0481,0.4984,1.6176,2.8836,3.2439,2.641,0.6346,-0.5076,-0.9343,-0.8948,-0.3217,-0.5187,-0.6692,-0.2366,0.231,0.8222,2.135,-0.8875,-0.3684,0.4599,-0.657,-1.3411,1.9727,-1.6209,-0.5545,-0.0728,0.302,0.0218,1.4372,-0.8448,-0.5917,-0.3141,-0.1142,0.153,1.6513,1.0496,0.7749,-0.3692,2.9739,-0.5506,-1.2978,-0.9518,1.1843,-1.0841,0.4038,-0.9521,-0.7234,-0.3243,-0.5616,-0.6412,AML
0.3527,1.5656,2.4395,2.3974,-1.0359,-0.6968,-0.7952,-0.7136,-0.8376,0.9585,-0.7574,1.1904,1.2197,-1.0864,3.8112,0.4158,-0.812,2.6982,-0.5528,-0.518,-0.3957,1.2811,2.078,-0.405,-0.9118,-1.0499,-0.2745,-0.8958,3.2187,-0.6081,-1.1833,-0.8088,-0.5165,2.0483,-1.0998,-1.1505,1.1582,-0.7084,-0.9466,3.8763,1.3786,-0.8329,-0.246,3.2097,-0.0898,1.2991,-0.5232,-1.3516,-0.7931,-0.3988,2.9487,0.5119,0.4813,3.3356,-0.4723,3.1028,0.7764,-1.6861,-0.202,-1.0407,1.2119,-0.9212,-0.4522,-2.0915,-0.6679,1.423,-0.3717,-0.7873,-0.6358,0.8157,-0.6805,-1.3155,0.6719,-0.545,-0.7804,0.8634,0.3466,2.3592,0.0159,-1.1755,-1.0104,-0.8849,4.559,0.465,3.8065,2.4721,-0.9685,-0.3925,-0.4666,-1.0636,-0.816,-1.0231,-0.2383,-0.6109,1.5151,-0.501,-0.8737,-0.8822,-0.7601,-0.6794,AML
1.4136,5.0675,0.7693,2.9833,-0.7445,-0.8068,-0.7203,-1.0404,-0.7987,1.1778,-0.7614,1.291,0.94,-0.8342,1.0672,0.8386,-1.0656,0.1431,-0.9056,-0.8472,0.8309,1.4556,1.6402,0.9174,2.5923,-0.8688,1.7521,-0.6138,0.6039,-0.6157,-0.1689,-0.941,-0.7,1.603,-0.0504,0.5952,1.4914,-0.856,-0.4747,-0.1006,2.8142,-0.8794,-0.2754,1.2743,-1.0028,3.2039,-0.2899,-0.9904,-0.5024,-0.8637,0.9106,0.4506,0.8057,1.4231,0.9125,1.1697,0.4188,-0.0544,-1.2324,-1.0905,2.5479,0.0144,-0.6651,0.6366,-0.5531,0.3287,-0.1384,-0.8402,-0.4311,2.1636,-0.5253,0.0093,-0.2051,-1.2384,-0.4861,0.2301,1.5378,-0.0103,3.2455,-0.4298,-0.3633,-0.7612,0.042,1.9733,0.552,0.7565,1.7058,-1.0667,0.4789,-0.5295,-1.062,-1.155,4.0763,-0.907,0.5734,-0.9598,-0.8783,-0.377,-0.1575,-0.6387,AML
0.5395,2.3133,0.3846,-0.0893,-1.0699,-0.995,-0.821,-0.999,-0.8143,1.1461,-0.7459,0.1584,1.6543,-0.8637,-0.0821,0.8832,-0.949,0.7456,-1.0219,-1.191,0.5046,0.2342,2.6838,1.1039,1.1649,-0.8456,2.3392,-0.7948,0.5532,-0.6425,-1.1659,-0.4336,-0.6638,0.7291,-1.1147,-1.2144,0.8589,-0.8686,-0.8794,-0.0334,0.3462,-0.8115,0.7529,0.4696,-1.2483,0.3945,-1.0032,-1.1097,-0.6545,-0.4112,0.3251,0.4162,0.0584,0.2992,3.1195,0.4635,0.3622,-0.6161,-1.0075,-1.3033,0.8168,-0.9108,-0.6164,-0.8098,-0.9357,0.2579,0.9343,-0.8573,-0.9145,0.1018,-0.736,-1.0834,0.4346,-0.294,-0.6597,0.4339,0.3068,0.9134,2.1813,-0.7504,-0.5079,-0.747,0.0048,0.794,-0.0554,-0.1544,1.6232,-0.925,4.7252,-0.9381,-1.6668,-0.7451,0.3956,-0.9243,0.1837,-0.6987,-0.5047,-1.0254,-0.5226,-0.59,AML
2.5206,1.3904,1.1169,1.383,-0.968,-0.654,-1.0007,-0.6105,-0.7997,1.2498,-0.7788,1.3331,2.4682,-0.6801,1.1688,1.2713,-0.9802,1.1135,-0.856,-1.169,1.435,1.4282,1.3557,0.9385,1.2888,-1.1427,1.2934,-0.6012,2.3264,-0.6455,-0.8529,-0.0848,-0.6493,1.5294,-0.6994,-1.067,2.6449,-0.8824,-0.7358,1.2992,2.1942,-0.6101,2.0749,0.9596,-0.9423,1.2559,-0.5538,-1.1501,-0.6663,-0.2291,0.1159,0.7812,3.1614,0.9605,1.797,1.0136,1.6138,-0.4037,-1.018,-0.9395,0.2711,-0.7348,-0.6679,-1.3265,-0.9033,0.8422,2.9203,-0.67,-0.5463,1.3732,-0.609,-0.813,1.5332,-0.031,-0.656,0.7973,1.3356,1.2427,1.9086,-0.6035,-0.6907,0.0094,0.5331,1.0527,0.7954,1.5951,1.177,-0.5355,2.0446,-0.2068,-0.4572,-0.9055,2.4121,-0.9243,1.0968,-0.9058,-0.6733,-0.5881,-0.6644,-0.6124,AML
1.7171,0.7586,0.4633,1.2267,-0.8685,-0.9781,-0.8963,-0.6333,-0.9073,1.2392,-0.7115,3.0423,0.0997,-0.8479,1.1527,0.1071,-0.4862,0.496,-0.4422,0.6781,1.2944,0.9102,0.4912,3.0335,-0.2844,-0.5422,1.9903,-0.6938,1.3729,-0.6339,-0.9051,-0.6609,-0.5817,-1.4586,-0.0022,-1.1299,0.1654,-0.4987,-0.7326,0.5439,0.0747,-0.1502,0.6843,-0.3649,-0.5872,0.788,-0.1648,0.1794,-0.6774,-0.6554,0.8408,1.9256,-0.0706,-0.1543,-0.5759,-0.4663,0.4597,-0.6586,-0.9866,0.1109,1.6635,-0.919,-0.551,-0.8459,-0.5966,0.0478,-0.1953,-0.3143,-0.7253,1.1425,-0.5479,-0.9574,1.1348,-0.5092,-0.9849,2.8183,-0.6009,1.9656,-0.0839,0.291,-0.881,-0.2856,1.677,0.8707,0.5036,0.9639,-0.1285,-0.2672,-0.4287,-0.2293,-0.0677,-0.2961,0.13,-0.1364,3.801,-0.5687,-0.1084,-1.6965,-0.6963,-0.5175,AML
0.5121,2.3896,0.8961,-0.0197,-0.9692,-0.8897,-0.89,-1.1237,-0.8217,1.7884,-0.7426,0.806,-0.418,-0.9049,1.0763,0.8807,-0.7265,1.0285,-1.0734,-1.3483,0.1833,-0.1842,1.9838,1.0743,-0.7035,-0.8208,4.2434,-0.8916,0.2348,-0.6323,-0.8587,-1.1946,-0.6927,0.5077,-0.1901,-1.2773,-0.1948,-0.9967,-0.6782,0.4369,0.1655,-0.7364,-0.3733,-0.2987,-0.9297,-0.0937,-1.2635,-0.9188,-0.8636,-0.9975,-0.4533,2.4926,-0.1946,-0.0386,-0.5565,-0.3589,0.8419,-0.8254,-0.5211,-0.8811,0.5533,-0.9369,-0.5538,-1.5499,-1.2764,0.3179,-0.679,-0.7248,-0.7818,0.5874,-0.6485,-1.0067,0.9414,-0.1625,-0.6075,0.4614,0.3928,0.6563,-0.2613,-0.7379,-1.2921,-0.7517,0.9021,1.6483,-0.0265,0.8173,-0.3681,-1.2077,-0.4843,-0.7225,-1.144,-0.3282,-0.0849,-0.6989,1.5748,-0.618,-0.8236,-1.9377,-0.994,-0.665,AML
0.8447,1.1943,0.5005,1.7959,-0.8849,-0.929,-0.7163,-1.1444,-0.8124,0.0887,-0.7314,0.3003,0.3076,-1.2605,0.321,1.1448,-0.7068,-0.7552,-0.8255,-0.7923,1.035,-0.3422,0.8145,1.7538,1.2309,-1.2031,-0.1245,-1.3335,-0.209,-0.5865,-0.8123,-1.1682,-0.5938,1.3775,-1.0251,-0.6236,0.316,-0.2817,-0.9114,0.1927,0.8272,-0.6304,0.1653,2.0852,0.0374,0.1169,-1.5925,-0.8512,-0.8137,-0.9755,1.4091,0.6854,0.4372,2.3995,-0.194,2.5161,1.005,-0.8254,-0.3903,-0.9515,0.2428,-0.9297,-0.6122,-1.1077,-0.9829,0.5949,-0.0246,-0.8516,-0.6306,0.4089,-0.6532,-1.2315,0.2812,-0.9993,-0.4088,0.3898,0.1237,1.331,-0.5404,-0.5859,-0.6297,-1.4224,0.4672,-0.8847,0.3076,1.8319,0.0561,-0.4534,-0.2965,-1.2368,-0.1907,-0.6418,0.0446,-0.9776,0.493,-0.7105,-0.5366,-0.9425,-0.5403,-0.6382,AML
0.4182,0.5747,-0.1772,-0.1363,-0.659,-1.0166,-0.8436,-0.8354,-0.6963,2.2637,-0.7448,0.8322,-0.4924,-0.7023,-0.219,1.2539,-0.3447,0.1335,-0.4728,-0.924,-0.2635,0.0634,1.001,3.8441,-0.7011,-0.6846,3.7372,-0.9126,0.8497,-0.6369,-1.4847,-0.6503,-0.6831,-0.4785,-0.0605,-1.0393,0.2551,-0.5349,-0.7536,1.441,0.336,-0.7293,0.4787,0.2586,-0.6313,0.508,-1.1931,-0.3508,-0.8002,-0.3767,-0.2909,0.9113,-0.4986,-0.2119,-0.5506,-0.0309,-0.3919,-1.0819,0.2112,-1.0081,1.1084,-0.9461,-0.4104,-2.2134,-0.9452,-0.0211,-0.5965,-0.3162,-0.6502,1.3141,-0.5921,-1.0049,1.7207,-0.1147,-0.7723,1.6068,-0.3015,1.7889,-0.6122,-0.3872,-0.8581,-0.8516,1.7173,1.6795,-0.1812,-0.4722,-0.0596,-1.1577,-0.4499,-0.7566,-0.7545,0.0353,0.0206,0.0308,1.6253,-0.8737,-0.3316,-1.4853,-0.6856,0.5456,AML
1.0241,0.1248,0.2381,-0.5211,-0.6766,-0.9278,-0.8399,-0.8941,-0.7676,-0.7684,-0.7383,0.2872,-0.3614,-0.9408,-0.0964,3.235,-0.5666,0.9963,-0.5643,-0.6899,0.3774,0.6727,-0.6633,4.0211,-0.3539,-0.6862,-0.1704,-1.0094,1.0343,-0.6417,-0.0355,-1.591,-0.7507,1.1057,-0.8459,-0.1164,0.3227,-0.1714,-0.8744,-0.4295,0.2258,-0.4672,0.4003,-0.0567,-1.0745,0.3251,-0.3458,-0.6444,-0.7338,-0.7258,0.0243,2.0139,-0.3882,0.1452,1.9459,-0.1006,-0.6598,0.0526,-0.1183,-0.5688,0.4781,-1.0287,-0.8376,-0.0132,-0.5405,-0.2548,0.166,-0.2973,-0.9022,1.5911,-0.642,-0.6467,1.0947,-1.0591,-0.5221,0.4669,-0.6088,-0.2513,-0.0216,-0.3454,-1.0409,-1.0276,-0.5302,2.379,-0.2369,0.779,-0.4259,-1.7046,1.0632,-0.8555,-1.1953,-1.1514,0.2141,-0.7348,0.9101,-0.8562,-0.7826,-0.2338,-0.4694,-0.6297,AML
0.4592,0.8439,0.3125,1.5558,-0.7597,-1.0448,-0.8479,-1.0624,-0.892,0.5473,-0.7929,0.2955,-0.0754,-0.9893,-0.3181,1.2316,-0.6781,0.1066,-0.6939,-0.7009,-0.7153,0.701,0.1107,2.2567,1.1811,-0.5268,0.2088,-1.2198,0.6125,-0.6085,-0.7428,-1.1788,-0.5262,1.8316,-1.0902,-0.7334,-0.3301,-0.3029,-0.9059,0.1297,-0.1588,-0.927,0.8214,-0.0864,-0.7295,0.4656,-1.509,-0.6351,-0.6927,-1.0458,0.7874,0.4386,-0.6668,-0.1301,0.7275,-0.1827,0.1405,-0.9733,-0.4583,-1.0802,0.1488,-0.4299,-0.6275,-1.2837,-0.4572,0.1198,0.1063,-0.757,-0.6821,-0.4452,-0.7539,-1.1584,1.3906,-0.7004,-0.5795,0.3347,-0.2537,-0.187,-0.2072,-0.8924,-1.5053,-0.9991,0.7495,-0.1747,-0.21,0.4205,0.2241,-0.6067,0.3053,-0.4954,-1.021,-0.934,-0.2036,-0.8413,0.8084,-0.7292,-0.9876,-1.2893,-0.7742,-0.6183,AML
