35590_s_at,725_i_at,41117_s_at,37905_r_at,37226_at,34457_at,33069_f_at,33021_at,39332_at,33870_at,38447_at,39586_at,36223_at,36783_f_at,36338_at,32545_r_at,37231_at,38414_at,33322_i_at,32815_at,32407_f_at,38687_at,37317_at,36605_at,36611_at,34757_at,731_f_at,36630_at,35152_at,31510_s_at,36683_at,32557_at,36514_at,36303_f_at,38229_at,40590_at,36567_at,886_at,1464_at,37250_at,37898_r_at,34089_at,38638_at,33233_at,40921_at,32362_r_at,1176_at,33275_at,34093_at,39684_at,37946_at,34600_s_at,35911_r_at,32007_at,1415_at,35001_at,34108_g_at,41506_at,38982_at,41387_r_at,36001_at,31715_at,38426_at,40672_at,33768_at,40453_s_at,37095_r_at,40008_at,39500_s_at,36696_at,34148_at,31812_at,41003_at,38991_at,40036_at,40089_at,32274_r_at,2041_i_at,39335_at,33080_s_at,31317_r_at,37969_at,34467_g_at,35019_at,715_s_at,33778_at,41619_at,36765_at,40770_f_at,40322_at,36737_at,38630_at,1408_at,826_at,34573_at,35896_at,34736_at,31810_g_at,33986_r_at,34966_at,class
-0.83862,-0.61956,-0.80881,-0.87929,-0.91885,-0.81817,-0.65338,-0.66581,-0.76348,-0.95884,-0.87905,-0.60915,-0.80542,-1.01371,-0.73618,-0.62341,-0.82092,-0.85069,-1.08771,-0.53033,-0.67905,-0.53828,-0.75883,-0.83104,-0.98546,-0.76826,-0.71578,-0.86136,-0.86286,-0.92368,-0.74786,-1.00788,-0.75637,-0.96952,-1.0009,-0.491,-0.82443,-0.88999,-0.72213,-0.85405,-0.93488,-0.91532,-0.62305,-0.5442,-0.64024,-0.75449,-0.63361,-0.85567,-0.90171,-0.72818,-0.68536,-0.79448,-0.88589,-0.67671,-0.94068,-0.69109,-0.73113,-0.73739,-0.87303,-0.78294,-0.62295,-0.67431,-0.84344,-0.60677,-0.9683,-0.96879,-0.85483,-0.76499,-0.85634,-0.88517,-0.81752,-0.85119,-0.73845,-0.82375,-0.66283,-1.01592,-0.82198,-0.50347,-0.7909,-1.00529,-0.78474,-0.58231,-0.85498,-0.82831,-0.82909,-0.85336,-0.88711,-0.73095,-0.77761,-0.70685,-0.77927,-0.65679,-0.59441,-0.95658,-0.95596,-0.75524,-0.79943,-0.69356,-0.46052,-0.71047,after Th
-0.7259,-0.20185,-0.43871,-0.59715,-0.60099,-0.65168,-0.73521,-0.33677,-0.61322,-0.76499,-0.80129,-0.3845,-0.73645,-0.96917,-0.9422,-0.71762,-0.74565,-0.43651,-0.79432,-0.52545,-0.5565,-0.72623,-0.85848,-0.72984,-0.76761,-0.66478,-0.72537,-0.87307,-0.83958,-1.06678,-0.57359,-0.8833,-0.38457,-1.02985,-0.59608,-0.34443,-0.26747,-0.66833,-0.74984,-0.9097,-0.90691,-1.009,-0.43652,-0.69396,-0.6713,-0.79856,-0.8263,-0.94102,-0.74717,-0.7637,-0.73029,-0.71316,-0.70301,-0.70149,-0.7185,-0.59729,-0.74913,-0.50332,-0.79688,-0.91687,-0.66525,-0.49858,-0.89218,-0.66615,-0.84578,-0.67368,-0.70557,-0.067,-0.88083,-1.09516,-0.50907,-0.68586,-0.58453,-0.83609,-0.80545,-0.86603,-0.71216,-0.62765,-0.53512,-0.66132,-0.72942,-0.66469,-0.63742,-0.70067,-0.80076,-0.76382,-0.85408,-0.71989,-0.70908,-0.65638,-0.84233,-0.63387,-0.38914,-0.81176,-0.9348,-0.48635,-0.46857,-0.61584,-0.53128,-0.60646,after Th
-0.83571,-0.64254,-0.76825,-0.95519,-0.72764,-0.66814,-0.65434,-0.66298,-0.72421,-0.7809,-0.74541,-0.59351,-0.81707,-0.88688,-0.79178,-0.81215,-0.77192,-0.81123,-0.87494,-0.61837,-0.66995,-0.87469,-0.58267,-0.6839,-0.96054,-0.89871,-0.49224,-0.82508,-0.77341,-0.96439,-0.75804,-0.84198,-0.80813,-0.88444,-0.84572,-0.47644,-0.64723,-0.91552,-0.8529,-0.7015,-0.83627,-0.72878,-0.7341,-0.6812,-0.53817,-0.79697,-0.53181,-0.94861,-0.81979,-0.61368,-0.6762,-0.70747,-0.84483,-0.71496,-0.80527,-0.80329,-0.664,-0.78637,-0.84683,-0.62718,-0.79301,-0.54407,-0.92393,-0.71681,-0.75425,-0.68525,-0.6818,-0.73966,-0.81403,-1.00831,-0.56557,-0.76206,-0.85836,-0.82323,-1.00133,-0.79809,-0.60176,-0.51956,-0.61065,-0.58788,-0.65782,-0.50737,-0.74251,-0.74927,-0.68411,-0.8687,-0.68539,-0.62735,-0.86036,-0.82522,-0.75063,-0.75494,-0.49292,-0.81619,-0.69014,-0.62051,-0.84618,-0.72617,-0.45429,-0.79024,after Th
-0.82162,-0.6332,-0.73129,-0.70808,-0.55937,-0.69213,-0.70534,-0.50348,-0.78456,-0.76677,-0.78424,-0.61464,-0.69428,-0.71435,-0.72317,-0.68298,-0.57117,-0.7279,-0.87423,-0.45183,-0.53307,-0.8669,-0.369,-0.75042,-0.98269,-0.67836,-0.51691,-0.79969,-0.83236,-0.92493,-0.63733,-0.94383,-0.7802,-0.70755,-0.84862,-0.4855,-0.65434,-0.95186,-0.7621,-0.70926,-0.7659,-0.92336,-0.51317,-0.42593,-0.70409,-0.60774,-0.55428,-0.87464,-0.63564,-0.96828,-0.49754,-0.2744,-0.63417,-0.64852,-0.676,-0.62068,-0.73668,-0.77345,-0.75338,-0.9351,-0.60711,-0.63948,-0.89622,-0.53786,-1.05612,-0.71714,-0.71392,-0.71198,-0.48347,-0.84864,-0.82759,-0.52351,-0.86855,-0.69962,-0.92151,-0.50453,-0.8173,-0.25145,-0.63272,-0.6481,-0.80412,-0.70663,-0.65643,-0.91963,-0.76329,-0.76243,-0.66877,-0.55244,-0.85989,-0.53663,-0.55583,-0.58759,-0.52964,-0.78293,-0.79732,-0.72607,-0.92928,-0.42046,-0.56406,-0.61313,after Th
0.345,-0.57756,0.5616,-0.13197,0.14726,0.237,0.57762,-0.45299,0.08148,0.37563,0.34322,-0.19727,0.61555,0.17274,0.09909,0.33582,-0.24039,0.24668,0.5069,-0.15287,0.33999,0.43412,0.1546,-0.53256,0.24037,0.01844,1.08509,0.43614,0.72312,0.36995,0.70423,1.16712,-0.81155,0.55118,0.22494,-0.16725,-0.58641,0.19433,0.25838,0.91952,0.84767,1.35381,-0.32591,0.79221,1.0895,0.30262,0.31658,-0.13993,0.27213,-0.07367,-0.54033,1.44143,0.68997,0.25208,0.78554,1.29809,0.47775,-0.06549,0.53614,1.36576,0.01894,1.36842,0.00409,-0.12593,-0.18092,0.65283,0.38495,-0.33525,-0.33717,0.92103,-0.18868,0.45064,-0.15239,0.23171,0.70747,-0.32374,0.64227,-0.22286,1.13037,-0.6245,0.50237,-0.27763,0.47046,0.31826,0.60835,0.49367,0.608,-0.71732,0.59958,-0.40544,0.20359,-0.37832,-0.3347,0.57297,1.10186,0.22729,0.1755,0.22801,-0.71639,0.70453,after Th
0.23653,-0.63312,-0.04654,0.23755,0.12336,0.18266,-0.75979,-0.0423,0.19849,0.76805,1.09492,0.11753,1.01086,1.34128,0.36988,0.96795,0.3419,0.08399,0.81839,-0.16808,0.15597,0.47998,-0.18239,0.38848,0.89006,0.5969,0.26673,-0.36363,0.92985,0.33877,-0.07052,0.80393,0.5403,0.72991,1.47579,-0.39974,0.38333,0.27533,0.7256,0.08374,0.19156,0.18695,0.49427,-0.66622,-0.61356,-0.03068,0.0533,0.70772,0.78839,-0.54276,-0.57183,-0.08761,1.09574,0.03279,0.63342,-0.52514,0.29601,-0.60749,0.3925,0.69706,0.17806,0.54535,0.25909,0.22144,1.08249,0.5086,0.00287,0.01323,0.36895,0.02677,-0.05439,0.69089,1.14242,0.67267,0.16132,0.71708,0.55878,-0.3553,-0.33388,1.37433,-0.22927,0.63665,-0.67868,0.11658,0.65172,0.60912,-0.36427,0.53903,0.02285,1.99812,0.57217,-0.21902,0.12417,0.60072,0.36466,0.10874,0.03244,0.95974,-0.44267,0.00433,after Th
-0.89695,-0.60225,-0.83271,-0.85591,-0.61589,-0.96558,-0.74619,-0.45084,-0.70095,-0.82877,-0.94075,-0.64915,-0.7749,-0.95064,-0.82147,-0.77951,-0.83911,-0.45787,-0.97928,-0.64291,-0.7663,-0.90824,-0.62494,-0.30025,-1.05294,-0.69524,-0.51583,-0.54939,-0.96436,-0.84759,-0.64245,-0.86382,-0.55993,-0.86923,-0.86285,-0.49007,-0.69553,-0.6954,-0.68805,-0.98561,-0.92205,-0.95712,-0.88027,-0.82041,-0.28662,-0.79689,-0.63258,-0.69989,-0.8395,-0.62606,-0.5285,-0.47003,-0.74239,-0.81433,-0.84688,-0.89012,-0.83261,-0.78694,-0.99794,-0.8591,-0.72682,-0.74885,-0.93567,-0.83956,-0.77656,-0.8938,-0.79563,-0.2758,-0.60709,-0.99358,-0.41851,-0.86745,-1.02922,-0.84628,-0.92453,-0.88996,-0.73784,-0.63808,-0.83213,-0.85054,-0.79388,-0.38053,-0.62871,-0.79417,-0.862,-0.98271,-0.90983,-0.74488,-0.80907,-0.54724,-0.77136,-0.64113,-0.56789,-0.73947,-0.9336,-0.72887,-0.41632,-0.78267,-0.68966,-0.55801,after Th
-0.90914,-0.64254,-0.69966,-0.93895,-0.6355,-0.8496,-0.692,-0.52533,-0.71143,-0.87904,-0.90173,-0.63514,-0.71977,-0.82824,-0.85678,-0.79741,-0.95216,-0.8275,-0.97714,-0.55311,-0.62771,-0.89211,-0.73981,-0.74656,-1.0243,-0.71169,-0.70869,-0.86499,-0.92002,-0.99041,-0.66985,-0.76974,-0.88087,-0.92873,-0.99433,-0.47628,-0.6997,-0.96187,-0.81518,-1.03181,-0.82837,-0.48436,-0.63719,-0.61367,-0.70568,-0.81647,-0.66686,-0.73463,-0.78332,-0.56364,-0.71374,-0.76489,-0.80971,-0.78123,-0.97119,-0.64398,-0.78431,-0.78991,-1.01104,-0.67912,-0.731,-0.54616,-0.85644,-0.83665,-0.9,-0.86047,-0.70917,-0.63394,-0.73315,-0.99319,-0.73215,-0.74956,-0.79405,-0.85566,-1.01763,-0.71048,-0.8636,-0.48928,-0.90989,-0.83381,-0.83142,-0.55904,-0.59152,-0.72839,-0.93713,-0.75127,-0.78721,-0.70498,-0.82734,-0.64458,-0.65748,-0.83813,-0.38799,-0.72201,-0.79135,-0.58957,-0.95898,-0.63573,-0.38774,-0.66148,after Th
-0.92257,-0.62824,-0.68159,-0.89299,-0.67095,-0.79156,-0.68626,-0.6505,-0.77178,-0.91045,-0.88366,-0.54954,-0.97486,-1.03268,-0.86744,-0.79834,-0.887,-0.80517,-0.89266,-0.64754,-0.76647,-0.96379,-0.72998,-0.67628,-1.00728,-0.88501,-0.59957,-0.69915,-1.01015,-0.96686,-0.71869,-0.90718,-0.69264,-0.98846,-0.90012,-0.45041,-0.76714,-1.05486,-0.76266,-0.90531,-0.89159,-0.8904,-0.66954,-0.6916,-0.38405,-0.86513,-0.56711,-0.94232,-1.02011,-0.80545,-0.60733,-0.7868,-0.87048,-0.72893,-0.90009,-0.94196,-0.75971,-0.82291,-0.88821,-0.80967,-0.74388,-0.74873,-0.83124,-0.58062,-0.84226,-1.01405,-0.86299,-0.60832,-0.95129,-0.94154,-0.68863,-0.86823,-0.94055,-0.92587,-0.91976,-1.05272,-0.83406,-0.58777,-0.82622,-0.92304,-0.78808,-0.77072,-0.73661,-1.0489,-0.96185,-0.93323,-0.82662,-0.72046,-0.73376,-0.66192,-0.71849,-0.75598,-0.59237,-0.84519,-1.03037,-0.62023,-0.88696,-0.71885,-0.77791,-0.78114,after Th
-0.87044,-0.62561,-0.69405,-0.92547,-0.8065,-0.81447,-0.73106,-0.58753,-0.78771,-0.86532,-0.89675,-0.62417,-0.98871,-1.05222,-0.89818,-0.84495,-0.82909,-0.84489,-0.96452,-0.65679,-0.76395,-1.01089,-0.8961,-0.55496,-1.04558,-0.80721,-0.62897,-0.89025,-1.00008,-1.00541,-0.78386,-0.99517,-0.63574,-0.99971,-1.00204,-0.51246,-0.74368,-0.97408,-0.89578,-0.98832,-0.99142,-0.92525,-0.59609,-0.67399,-0.60042,-0.89998,-0.83481,-0.74825,-0.89872,-0.97032,-0.67789,-0.79341,-0.87362,-0.72748,-0.90234,-0.92164,-0.81349,-0.86509,-0.98645,-0.84448,-0.81143,-0.6676,-0.99481,-1.00961,-0.99696,-0.78242,-0.85302,-0.68475,-0.76937,-0.92781,-0.79342,-0.76611,-0.9726,-0.92146,-0.99815,-0.87103,-0.79684,-0.63411,-0.92429,-0.86633,-0.815,-0.64893,-0.77214,-0.9604,-0.95877,-0.94967,-0.86788,-0.7731,-0.88537,-0.76165,-0.85182,-0.77083,-0.44855,-0.91246,-0.96691,-0.74598,-0.96736,-0.84102,-0.68819,-0.72602,after Th
-0.87501,-0.61593,-0.81249,-0.96329,-0.81164,-0.86966,-0.74619,-0.68655,-0.78775,-0.87809,-0.94994,-0.62246,-0.92298,-0.85382,-0.93773,-0.79062,-0.87559,-0.71467,-0.96742,-0.69363,-0.59873,-0.84315,-0.79645,-0.62784,-1.01091,-0.90327,-0.72518,-0.82802,-0.96736,-0.8369,-0.74458,-0.98808,-0.66208,-0.962,-0.92999,-0.48891,-0.30114,-0.87373,-0.94764,-0.95902,-0.93999,-0.99969,-0.70729,-0.69396,-0.6952,-0.79023,-0.70623,-0.90335,-0.94222,-0.95676,-0.7343,-0.74252,-0.89395,-0.7298,-0.98844,-0.87528,-0.79601,-0.9045,-0.95823,-0.78889,-0.7603,-0.63277,-0.87527,-0.92854,-0.97589,-0.98468,-0.84456,-0.62003,-0.80021,-0.98091,-0.82967,-0.85665,-0.79635,-1.023,-0.94083,-0.89881,-0.87169,-0.57051,-0.7784,-0.91721,-0.85711,-0.59897,-0.83074,-0.93583,-0.92323,-0.98685,-0.86898,-0.7275,-0.9417,-0.62022,-0.83883,-0.7546,-0.60422,-0.8329,-0.98401,-0.74299,-0.86575,-0.75242,-0.74898,-0.77194,after Th
-0.89263,-0.64751,-0.70002,-0.93152,-0.70383,-0.79993,-0.72175,-0.57962,-0.76191,-0.64784,-0.85411,-0.60593,-0.83843,-0.91524,-1.0062,-0.91895,-0.84858,-0.69929,-0.92574,-0.66428,-0.54184,-0.90655,-0.70916,-0.67719,-0.8318,-0.69534,-0.66739,-0.7201,-0.89268,-0.89415,-0.74957,-0.87705,-0.84074,-1.01843,-0.92181,-0.50309,-0.53745,-0.95628,-0.74413,-0.93917,-0.87993,-0.92473,-0.62815,-0.68259,-0.67768,-0.899,-0.69477,-0.9205,-0.81016,-0.91866,-0.63055,-0.68718,-0.76434,-0.82285,-0.74216,-0.84841,-0.76931,-0.78627,-0.95195,-0.82336,-0.81774,-0.62082,-0.84172,-0.95242,-0.87453,-0.88283,-0.80043,-0.56922,-0.76755,-0.90763,-0.85594,-0.62066,-0.92658,-0.88005,-1.01937,-0.92479,-0.81573,-0.53281,-0.85889,-0.9735,-0.71397,-0.61213,-0.80509,-0.66207,-0.79681,-0.94746,-0.87152,-0.72123,-0.8866,-0.58765,-0.71739,-0.73854,-0.41821,-0.86499,-0.98136,-0.74131,-0.86797,-0.67182,-0.69973,-0.63503,after Th
-0.92434,-0.6107,-0.74616,-0.88347,-0.66966,-0.84169,-0.7984,-0.66409,-0.8081,-0.89899,-0.82127,-0.61552,-0.66968,-0.85153,-0.92887,-0.80482,-0.87745,-0.69167,-0.8915,-0.59981,-0.76951,-0.92577,-0.85066,-0.29536,-0.97719,-0.8779,-0.65716,-0.82293,-0.91833,-0.97144,-0.83851,-0.99811,-0.8176,-0.99013,-0.96089,-0.45684,-0.77825,-1.0233,-0.89943,-0.81844,-0.80136,-0.90834,-0.6761,-0.63114,-0.63148,-0.90566,-0.69364,-1.01646,-0.92778,-0.82235,-0.64007,-0.81432,-0.82537,-0.71802,-0.7482,-0.73803,-0.76361,-0.84491,-0.85038,-0.84235,-0.81452,-0.71875,-0.84782,-0.90557,-0.62849,-0.85742,-0.881,-0.7663,-0.82715,-0.84186,-0.73495,-0.85815,-0.90911,-0.90681,-0.83804,-0.88873,-0.80711,-0.45683,-0.82282,-0.76199,-0.77611,-0.78112,-0.80028,-0.82613,-0.97276,-0.90019,-0.87097,-0.68519,-0.94514,-0.78924,-0.82608,-0.74815,-0.58944,-0.88488,-0.94677,-0.6897,-0.79297,-0.76847,-0.70476,-0.56245,after Th
-0.0459,-0.26617,-0.37663,-0.36569,-0.7755,0.01411,-0.07248,-0.51355,0.42112,0.25299,0.24989,-0.11387,0.65579,0.25778,-0.29341,0.21336,1.71596,0.82912,0.63198,0.19175,-0.59283,0.59249,0.64196,-0.92997,0.3679,1.09246,-0.43055,-0.76972,0.85497,0.7347,-0.25361,0.42089,-0.93104,0.42387,0.21982,0.08787,0.28042,0.60197,-0.24872,0.43504,0.114,0.03039,0.03303,-0.72266,-0.55117,-0.67601,-0.35444,0.78927,-0.31811,0.30213,-0.44878,-0.10575,-0.56265,-0.80762,-0.32783,-0.7984,-0.38348,1.05007,0.82534,0.44163,-0.65875,-0.00893,-0.01945,0.40711,0.33732,1.42228,0.03007,0.60975,0.06784,0.08804,-0.77192,0.47684,0.80421,0.26143,0.73855,0.85894,0.72226,-0.46291,0.91371,0.78024,0.392,-0.27265,0.11063,-0.40212,-0.30652,0.26483,1.09321,-0.00923,0.20776,-0.54706,0.32352,-0.4957,-0.13784,-0.11271,0.34549,0.17858,1.57759,-0.45544,-0.65588,0.34174,after Th
-0.86915,-0.63791,-0.74998,-0.90125,-0.73098,-0.78183,-0.69813,-0.64233,-0.72672,-0.80206,-0.85884,-0.56487,-0.856,-0.81134,-0.85194,-0.7863,-0.62045,-0.69476,-0.95124,-0.60996,-0.61878,-0.89402,-0.80289,-0.85537,-0.93254,-0.79013,-0.69475,-0.80912,-0.88275,-0.9507,-0.71753,-0.7899,-0.84519,-0.8626,-0.60152,-0.50154,-0.28864,-0.68687,-0.90729,-0.86693,-0.83747,-0.91558,-0.85725,-0.68314,-0.62803,-0.79137,-0.65539,-0.86128,-0.87097,-0.91705,-0.66846,-0.70609,-0.67477,-0.73046,-0.81778,-0.6881,-0.74943,-0.9244,-1.00117,-0.88529,-0.76152,-0.75298,-0.94349,-0.8066,-0.79329,-0.92845,-0.83099,-0.59778,-0.73228,-0.888,-0.82084,-0.57159,-0.95715,-0.89175,-0.72213,-0.823,-0.78365,-0.46981,-0.78642,-0.83931,-0.63541,-0.69726,-0.80543,-0.88843,-1.02633,-0.87519,-0.69651,-0.79017,-0.86695,-0.80751,-0.84436,-0.90509,-0.57618,-0.84644,-0.95627,-0.62912,-0.81042,-0.60667,-0.8116,-0.69735,after Th
0.56165,1.24842,0.6829,1.15137,4.22269,1.25098,0.24769,2.64945,-0.22399,1.66166,1.72698,3.99775,-0.56329,0.76372,0.95304,0.82658,-0.41757,3.90408,0.60799,1.15536,2.40823,0.99033,1.2685,0.90789,1.46623,2.89512,2.17947,-0.46277,2.6622,0.35445,-0.76562,1.56386,0.65955,2.08536,1.17759,1.77497,2.90529,0.10296,2.1299,1.63107,2.02815,1.86216,0.29476,2.84023,2.3885,-0.16415,1.92167,0.99869,2.96233,0.83299,3.65804,3.12521,3.5401,1.72542,0.89766,1.7008,2.70386,1.28978,0.54739,1.49369,-0.04571,2.89277,1.32853,0.17941,2.55858,1.39992,3.09283,-0.14959,1.7706,0.90052,1.07803,1.74692,1.22947,1.17695,1.58599,3.79486,0.61478,1.34376,2.17135,0.18746,2.32253,1.69077,2.7791,0.88056,0.84491,1.53703,1.90613,2.56312,0.9507,2.65307,5.03259,1.5268,0.5152,1.8209,1.05635,2.10399,-0.81427,0.88594,-0.66119,1.92877,before Th
0.46544,0.93759,1.0939,1.68823,-0.11169,2.07002,2.85996,4.32851,2.40975,2.90941,1.51189,2.06789,2.12189,1.19885,1.86674,1.14203,-0.4972,0.0448,1.15421,2.73509,1.70692,1.57949,1.59154,4.15584,1.24369,0.73329,1.6668,0.84448,1.22918,1.56112,2.10932,0.24864,2.53757,2.47657,1.20492,0.76582,0.80175,1.60338,0.73908,0.23046,2.13373,1.63588,2.64105,-0.1278,-0.3652,1.58369,2.07953,0.69556,2.43,1.89107,-0.22928,1.9516,0.81989,1.27679,1.15207,0.96521,1.16916,1.92734,0.54458,0.60246,2.28623,0.76749,0.45879,2.04184,1.75402,1.61506,1.31127,0.17649,-0.7725,-0.01025,2.0041,0.28439,2.0482,2.57056,1.37485,0.14856,2.25344,1.00485,1.10653,-0.46224,0.60476,1.26773,1.57452,1.846,0.42975,1.52314,1.00409,-0.31117,2.64091,0.70934,0.15235,0.89784,3.51738,0.67743,1.78763,2.20758,-0.87144,1.77955,0.59913,1.94866,before Th
0.14683,1.2366,0.91168,1.34985,0.60898,0.72475,0.38505,0.08399,0.43427,0.29493,0.63566,1.85479,0.67487,-0.10407,0.41043,0.69872,0.44511,0.90547,1.22527,0.12853,-0.19789,1.07219,0.68983,0.87708,0.73478,1.49038,-0.48399,2.24137,0.53033,1.43587,0.62294,0.59404,0.92509,0.51675,0.13845,0.22949,-0.30711,0.67275,0.28525,0.90093,0.77311,0.24031,0.17628,0.56023,1.03494,1.40668,0.82895,1.74995,0.73548,0.57289,0.01407,0.50857,0.666,0.01999,0.7911,0.49781,1.37602,0.13262,1.08304,0.94971,1.04753,0.2539,1.00518,1.57153,0.56402,0.14738,0.23366,1.46454,0.62854,-0.36835,-0.53057,-0.86241,1.7691,0.65258,0.32294,0.64889,0.67925,1.38856,0.13679,0.85284,0.57907,0.10252,0.11262,0.46992,0.4053,0.03618,0.15348,0.95284,0.69377,1.06546,0.44432,1.21897,0.40504,0.29185,0.4672,1.769,1.1272,1.23698,0.32138,0.74759,before Th
2.45677,4.67299,2.12892,1.99676,1.20968,2.98961,3.34602,3.40596,2.74535,1.64705,3.31408,2.69282,1.48162,2.60278,3.11636,-0.63328,-0.61479,0.37334,1.69043,1.91674,2.00508,0.69085,2.55897,0.3605,0.97796,1.96237,3.18934,1.08835,1.52337,0.79412,1.78162,2.45687,1.39311,1.0843,2.16477,2.76955,3.40422,1.30492,1.47273,0.65785,1.20121,1.53945,1.12077,2.91011,3.29844,1.06562,0.98737,1.62356,2.41773,2.03624,0.82552,-0.07977,1.67106,2.72037,1.69196,1.51819,1.82381,1.71316,0.60117,2.2619,1.26235,3.50435,2.39082,1.87977,1.42948,1.89531,2.74323,-0.1982,1.38948,0.9758,-0.48279,1.88434,1.66107,2.4334,0.14041,1.75052,2.60838,2.16157,1.39729,1.12946,3.42116,3.28988,2.33394,0.83718,2.10473,1.10936,2.61894,0.22151,0.74874,1.54669,1.3717,3.56663,0.29795,2.16938,2.25008,1.049,1.44562,0.11797,2.80896,1.13229,before Th
0.62597,-0.23868,-0.05756,0.56099,0.78443,0.09698,0.36182,1.00145,0.41077,0.90855,0.45844,-0.09822,0.32394,0.20064,0.91476,0.40427,0.8299,1.29865,0.85973,0.02546,0.44297,-0.39282,-0.22127,-0.19485,0.92459,-0.00533,0.39912,1.23279,0.31252,-0.5978,-0.54148,1.58276,1.13294,0.31038,1.20353,-0.37565,-0.42253,0.36692,0.04457,1.34643,0.37607,0.71911,0.58506,1.03999,1.07357,1.16196,0.14534,0.14173,0.12813,1.00303,-0.5317,0.74709,-0.12343,0.76275,0.55637,1.01306,0.06251,0.57044,-0.98461,0.44878,0.20569,0.03643,0.41132,-0.21273,0.71626,0.06981,0.21871,-0.06832,0.73565,0.4021,-0.24538,0.70524,0.82439,0.23333,1.98523,0.48523,0.67,-0.44786,1.28149,-0.38261,0.9076,-0.37466,0.89379,0.09408,0.61969,2.55636,0.67185,0.65291,0.52214,0.78149,0.69356,0.4618,-0.31162,1.17951,0.95716,-0.57751,1.1538,0.34485,2.23268,0.28936,before Th
0.27776,1.18538,1.36051,1.44746,1.4199,0.41411,1.07958,2.71096,0.85747,1.6139,0.30307,2.06102,1.29868,-0.20094,0.21688,1.10476,1.20513,1.54884,1.38681,0.2301,0.19487,2.52701,0.98963,1.23855,0.8656,1.8919,0.7748,-0.30605,1.67376,1.19739,-0.15872,1.21127,1.95246,0.49207,1.69416,1.45075,1.19916,0.66348,-0.2696,0.311,0.28573,0.34892,2.69162,0.93129,-0.42175,-0.60587,0.4573,1.96695,0.62731,0.95901,0.21106,0.05167,0.19708,0.33147,-0.42994,0.84031,0.70314,2.60316,1.61943,0.38222,2.60962,-0.40995,1.14408,0.72089,1.4421,0.22111,-0.17604,1.26117,1.72621,2.04241,0.1745,1.16571,2.08228,0.78168,2.41181,1.34804,0.30512,-0.24237,1.62182,2.49049,-0.80122,-0.30544,-0.24364,2.41373,-0.49989,1.83776,1.48298,1.98494,1.43342,-0.26013,0.98233,1.65144,-0.28446,1.2294,0.82891,0.96467,1.83489,1.30812,0.33676,0.47187,before Th
1.4197,0.21019,0.05743,-0.00685,0.79,0.08941,0.24839,0.16683,-0.12517,0.27184,0.51932,0.2813,1.49768,0.08121,0.70856,1.14157,0.6053,0.70065,0.80546,-0.40842,0.13374,0.49866,0.66796,0.39757,1.42291,0.90937,-0.46303,0.4846,0.60047,1.3518,0.11529,0.70129,0.66092,0.49636,-0.44675,0.09755,0.44472,-0.09656,0.49541,1.24874,0.19371,0.0424,0.30045,-0.46822,-0.14034,0.53187,0.45094,0.93851,0.44933,0.45462,0.33607,0.50311,0.34651,-0.58126,0.62385,2.38216,-0.02705,1.50731,1.49582,-0.0814,1.18765,1.46962,1.46405,0.13891,0.56165,0.61824,-0.29617,-0.30157,0.27139,0.84515,-0.36658,0.30782,1.84441,0.62448,1.63091,0.50441,0.46729,0.62579,0.3436,0.10599,0.43044,0.19917,-0.17168,0.68867,0.35198,0.63182,0.38356,-0.01935,-0.30167,-0.17829,0.65298,1.28748,0.90866,1.06435,0.44044,0.57686,1.16913,0.68162,1.74245,-0.14971,before Th
-0.80878,-0.62218,-0.69614,-0.82047,-0.54404,-0.61997,-0.64617,-0.63398,-0.70277,-0.76148,-0.82516,-0.61912,-0.56632,-0.84919,-0.92932,-0.75513,-0.65433,-0.8025,-0.92383,-0.64562,-0.67781,-0.8724,-0.72163,-0.97113,-0.94222,-0.93065,-0.57042,-0.76332,-0.78435,-0.95523,-0.62852,-1.01475,-0.87711,-0.85079,-0.59463,-0.47202,-0.79861,-0.82452,-0.76144,-0.92209,-1.02838,-0.60391,-0.63005,-0.83761,-0.54892,-0.7962,-0.6714,-0.78368,-0.8662,-0.72162,-0.63251,-0.55358,-0.63245,-0.73608,-0.76428,-0.65128,-0.69513,-0.71386,-0.66921,-0.50967,-0.5847,-0.61855,-0.83144,-0.86662,-0.87568,-0.85136,-0.69699,-0.72809,-0.74001,-0.85487,-0.58031,-0.71995,-0.87489,-0.75517,-0.74972,-0.76359,-0.6774,-0.57659,-0.58558,-0.83066,-0.84945,-0.7157,-0.71088,-0.71621,-0.77076,-0.50748,-0.78947,-0.64637,-0.95018,-0.72761,-0.749,-0.84372,-0.44167,-0.75844,-0.74153,-0.68072,-0.76337,-0.71819,-0.61084,-0.61186,before Th
